	Trial	Variance	Anisotropy	Domain	Regime	Time_series	Chem	delmassflux	reldelmassflux	normmassflux	Time	fraction
46	37	0.1	2	Original	Slow	2	Nitrogen	-110.63224071661205	56.6796417638727	2.3083834961596494	205.0	1.0
47	37	0.1	2	Original	Slow	2	TOC	-165.58983908011805	32.16346916042665	1.4741319870335063	205.0	1.0
48	37	0.1	2	Original	Slow	5	DOC	-295.5609851812551	59.15836975307767	2.4484820854460296	205.0	1.0
49	37	0.1	2	Original	Slow	5	DO	-155.45724669964488	99.57035188971925	232.74860893640692	205.0	1.0
50	37	0.1	2	Original	Slow	5	Ammonium	-7.29429247036758	19.46664017171567	1.2417214457862311	205.0	1.0
51	37	0.1	2	Original	Slow	5	Nitrate	-116.08052094485063	74.34956274731904	3.898569019112845	205.0	1.0
52	37	0.1	2	Original	Slow	5	Sulphate	-7.288202937161259e-06	7.7801554929431e-07	1.0000000077801556	205.0	1.0
53	37	0.1	2	Original	Slow	5	Particulate organic matter	2.1143547206247733	-67.7121999848137	0.5962595446786517	205.0	1.0
54	37	0.1	2	Original	Slow	5	Nitrogen	-110.1413747275353	56.45449756220396	2.2964484137678323	205.0	1.0
55	37	0.1	2	Original	Slow	5	TOC	-163.2265983044262	31.719241766335422	1.4645414401783374	205.0	1.0
56	37	0.1	2	Original	Slow	1	DOC	-295.71236749810134	59.22234989696938	2.452323754491383	205.0	1.0
57	37	0.1	2	Original	Slow	1	DO	-155.37195277566445	99.57234840659002	233.8352096449066	205.0	1.0
58	37	0.1	2	Original	Slow	1	Ammonium	-7.308301148434801	19.51512416956124	1.2424694573757518	205.0	1.0
59	37	0.1	2	Original	Slow	1	Nitrate	-116.32815140899507	74.55056729778865	3.9293606725980506	205.0	1.0
60	37	0.1	2	Original	Slow	1	Sulphate	-6.595059176106588e-06	7.044230724120536e-07	1.0000000070442308	205.0	1.0
61	37	0.1	2	Original	Slow	1	Particulate organic matter	2.1342470849103403	-68.38814552047229	0.5938660330922299	205.0	1.0
62	37	0.1	2	Original	Slow	1	Nitrogen	-110.68872870103363	56.767335327337875	2.3130658440129483	205.0	1.0
63	37	0.1	2	Original	Slow	1	TOC	-166.23512893413857	32.32226059947887	1.4775907245984339	205.0	1.0
64	38	0.1	5	Original	Slow	0	DOC	-0.27206804153810005	59.242707677275014	2.453548660891861	205.0	1.0
65	38	0.1	5	Original	Slow	0	DO	-0.14290071688934886	99.57303738801018	234.21254506093595	205.0	1.0
66	38	0.1	5	Original	Slow	0	Ammonium	-0.0067709139902059415	19.658184325853355	1.2446818529168393	205.0	1.0
67	38	0.1	5	Original	Slow	0	Nitrate	-0.1071533901493989	74.66434567896418	3.947006804437313	205.0	1.0
68	38	0.1	5	Original	Slow	0	Sulphate	-5.720838136547002e-09	6.643787869660522e-07	1.000000006643788	205.0	1.0
69	38	0.1	5	Original	Slow	0	Particulate organic matter	0.0019324015790624623	-67.32474786310124	0.5976402252332464	205.0	1.0
70	38	0.1	5	Original	Slow	0	Nitrogen	-0.10216234691318159	56.96750409212942	2.3238252369579646	205.0	1.0
71	38	0.1	5	Original	Slow	0	TOC	-0.15444846927386752	32.65154627756051	1.4848150844283083	205.0	1.0
72	38	0.1	5	Original	Slow	2	DOC	-297.6140836403382	59.17986865415699	2.4497716372532854	205.0	1.0
73	38	0.1	5	Original	Slow	2	DO	-156.48095601389045	99.57079783866835	232.9904390270058	205.0	1.0
74	38	0.1	5	Original	Slow	2	Ammonium	-7.356180897761696	19.503459603381526	1.2422894140205911	205.0	1.0
75	38	0.1	5	Original	Slow	2	Nitrate	-117.01472393420696	74.45793863865616	3.9151107886438297	205.0	1.0
76	38	0.1	5	Original	Slow	2	Sulphate	-6.832724011474056e-06	7.246246855043355e-07	1.000000007246247	205.0	1.0
77	38	0.1	5	Original	Slow	2	Particulate organic matter	2.108157816849678	-67.07236495120681	0.5985430327104355	205.0	1.0
78	38	0.1	5	Original	Slow	2	Nitrogen	-111.26802775345291	56.65912586083777	2.3072907961872726	205.0	1.0
79	38	0.1	5	Original	Slow	2	TOC	-166.58531285518092	32.16029339067169	1.4740629787194492	205.0	1.0
80	38	0.1	5	Original	Slow	5	DOC	-297.29452301297346	59.14391812804114	2.4476160076581883	205.0	1.0
81	38	0.1	5	Original	Slow	5	DO	-156.40534770174318	99.56914090993635	232.0944417935543	205.0	1.0
82	38	0.1	5	Original	Slow	5	Ammonium	-7.3403867279582045	19.47066844764688	1.241783559757835	205.0	1.0
83	38	0.1	5	Original	Slow	5	Nitrate	-116.73891175936254	74.31710824112088	3.8936425437929065	205.0	1.0
84	38	0.1	5	Original	Slow	5	Sulphate	-7.184560672612861e-06	7.622933449303936e-07	1.0000000076229336	205.0	1.0
85	38	0.1	5	Original	Slow	5	Particulate organic matter	2.114753473753191	-67.3136148194382	0.5976799921985917	205.0	1.0
86	38	0.1	5	Original	Slow	5	Nitrogen	-110.80573024751554	56.450054512716925	2.296214125668671	205.0	1.0
87	38	0.1	5	Original	Slow	5	TOC	-164.55884061492162	31.783899428119295	1.465929584975734	205.0	1.0
88	38	0.1	5	Original	Slow	1	DOC	-297.4678282918467	59.212069750282474	2.451705673412848	205.0	1.0
89	38	0.1	5	Original	Slow	1	DO	-156.32034587162627	99.57165480424717	233.4565695881053	205.0	1.0
90	38	0.1	5	Original	Slow	1	Ammonium	-7.344543340808137	19.492779665267946	1.2421246142174711	205.0	1.0
91	38	0.1	5	Original	Slow	1	Nitrate	-116.99685098417875	74.52369679982334	3.925216277034519	205.0	1.0
92	38	0.1	5	Original	Slow	1	Sulphate	-6.550271677951969e-06	6.953897425127768e-07	1.0000000069538975	205.0	1.0
93	38	0.1	5	Original	Slow	1	Particulate organic matter	2.131811929830046	-67.89520596344273	0.5956096210500129	205.0	1.0
94	38	0.1	5	Original	Slow	1	Nitrogen	-111.34573261409983	56.75743730903583	2.3125363941692494	205.0	1.0
95	38	0.1	5	Original	Slow	1	TOC	-167.5112111829759	32.372548731716876	1.4786894689154049	205.0	1.0
96	39	0.1	10	Original	Slow	0	DOC	-0.2708002089888094	59.21873607601488	2.4521064424682026	202.5	0.9878048780487804
97	39	0.1	10	Original	Slow	0	DO	-0.14229134485736483	99.57231425750003	233.81653878724825	202.5	0.9878048780487804
98	39	0.1	10	Original	Slow	0	Ammonium	-0.006787656391523782	19.791044914638302	1.2467435823540631	202.5	0.9878048780487804
99	39	0.1	10	Original	Slow	0	Nitrate	-0.10662650496648433	74.61485356923407	3.939311528997265	202.5	0.9878048780487804
100	39	0.1	10	Original	Slow	0	Sulphate	-5.74723435509128e-09	6.702977681581145e-07	1.0000000067029777	202.5	0.9878048780487804
101	39	0.1	10	Original	Slow	0	Particulate organic matter	0.001944610611548565	-68.03975994312245	0.5950972557557074	202.5	0.9878048780487804
102	39	0.1	10	Original	Slow	0	Nitrogen	-0.10170736139164431	56.95626316137894	2.3232183668188133	202.5	0.9878048780487804
103	39	0.1	10	Original	Slow	0	TOC	-0.1537322093251714	32.63907051588782	1.4845400852668773	202.5	0.9878048780487804
104	39	0.1	10	Original	Slow	2	DOC	-296.30797827214064	59.17205233336206	2.4493026398609246	202.5	0.9878048780487804
105	39	0.1	10	Original	Slow	2	DO	-155.8153076040042	99.57111883004521	233.16481814890963	202.5	0.9878048780487804
106	39	0.1	10	Original	Slow	2	Ammonium	-7.32632012472299	19.50733379321601	1.2423492066109734	202.5	0.9878048780487804
107	39	0.1	10	Original	Slow	2	Nitrate	-116.46556250361562	74.42533433959959	3.9101195428270694	202.5	0.9878048780487804
108	39	0.1	10	Original	Slow	2	Sulphate	-6.943982043594588e-06	7.39572245124188e-07	1.0000000073957225	202.5	0.9878048780487804
109	39	0.1	10	Original	Slow	2	Particulate organic matter	2.115156912882593	-67.58275023018726	0.5967201269978123	202.5	0.9878048780487804
110	39	0.1	10	Original	Slow	2	Nitrogen	-110.77018899217572	56.64676927644712	2.306633169686063	202.5	0.9878048780487804
111	39	0.1	10	Original	Slow	2	TOC	-166.09104191051154	32.20195747740514	1.474968838026161	202.5	0.9878048780487804
112	39	0.1	10	Original	Slow	5	DOC	-295.99228908257555	59.13659984313372	2.44717766059898	202.5	0.9878048780487804
113	39	0.1	10	Original	Slow	5	DO	-155.74088884356493	99.57001678714933	232.56721893170436	202.5	0.9878048780487804
114	39	0.1	10	Original	Slow	5	Ammonium	-7.309482081434979	19.47158458080806	1.241797686933841	202.5	0.9878048780487804
115	39	0.1	10	Original	Slow	5	Nitrate	-116.19300466735928	74.28581865163997	3.8889046726886245	202.5	0.9878048780487804
116	39	0.1	10	Original	Slow	5	Sulphate	-7.3254001335953944e-06	7.805595345905173e-07	1.0000000078055955	202.5	0.9878048780487804
117	39	0.1	10	Original	Slow	5	Particulate organic matter	2.121253287759955	-67.8091755608922	0.5959149710720879	202.5	0.9878048780487804
118	39	0.1	10	Original	Slow	5	Nitrogen	-110.26904202368777	56.41680875732029	2.2944625473426323	202.5	0.9878048780487804
119	39	0.1	10	Original	Slow	5	TOC	-163.65784183151078	31.745015843192743	1.4650944723723407	202.5	0.9878048780487804
120	39	0.1	10	Original	Slow	1	DOC	-296.14800422474207	59.20137843433743	2.451063201707854	202.5	0.9878048780487804
121	39	0.1	10	Original	Slow	1	DO	-155.65542733819274	99.5720056485132	233.647943372651	202.5	0.9878048780487804
122	39	0.1	10	Original	Slow	1	Ammonium	-7.322003007092583	19.51603769000532	1.2424835598281891	202.5	0.9878048780487804
123	39	0.1	10	Original	Slow	1	Nitrate	-116.44626412947301	74.49009821197006	3.9200464521946228	202.5	0.9878048780487804
124	39	0.1	10	Original	Slow	1	Sulphate	-6.639810067099461e-06	7.079089336536311e-07	1.0000000070790893	202.5	0.9878048780487804
125	39	0.1	10	Original	Slow	1	Particulate organic matter	2.1397375474189895	-68.43897537058835	0.5936868220670815	202.5	0.9878048780487804
126	39	0.1	10	Original	Slow	1	Nitrogen	-110.82596862748701	56.73401330506022	2.311284397720568	202.5	0.9878048780487804
127	39	0.1	10	Original	Slow	1	TOC	-166.72501913395615	32.35836428222052	1.478379387766863	202.5	0.9878048780487804
128	40	1.0	2	Original	Slow	0	DOC	-0.2660356066783919	59.12047212208843	2.446212204276288	167.5	0.8170731707317073
129	40	1.0	2	Original	Slow	0	DO	-0.14001131833849037	99.56604345960906	230.4378219761588	167.5	0.8170731707317073
130	40	1.0	2	Original	Slow	0	Ammonium	-0.006584607580478085	19.510426380237647	1.24239694040878	167.5	0.8170731707317073
131	40	1.0	2	Original	Slow	0	Nitrate	-0.10400800904891762	73.96306292949944	3.8406975340159524	167.5	0.8170731707317073
132	40	1.0	2	Original	Slow	0	Sulphate	-5.615584108831229e-09	6.655670151837913e-07	1.0000000066556702	167.5	0.8170731707317073
133	40	1.0	2	Original	Slow	0	Particulate organic matter	0.0019337773900368416	-68.75821395815218	0.592563749369838	167.5	0.8170731707317073
134	40	1.0	2	Original	Slow	0	Nitrogen	-0.097779343517244	55.64475123668302	2.2545246118133098	167.5	0.8170731707317073
135	40	1.0	2	Original	Slow	0	TOC	-0.13790287555687486	29.753237147059828	1.423553142361129	167.5	0.8170731707317073
136	40	1.0	2	Original	Slow	2	DOC	-291.31792081001277	59.11919021358872	2.4461354978648164	167.5	0.8170731707317073
137	40	1.0	2	Original	Slow	2	DO	-153.31322411565742	99.56137139576174	227.9833075949631	167.5	0.8170731707317073
138	40	1.0	2	Original	Slow	2	Ammonium	-7.208344895636955	19.504533595708487	1.2423059889826122	167.5	0.8170731707317073
139	40	1.0	2	Original	Slow	2	Nitrate	-113.30944486619491	73.58297882027713	3.7854381582113357	167.5	0.8170731707317073
140	40	1.0	2	Original	Slow	2	Sulphate	-6.017301984684309e-06	6.512711054480014e-07	1.000000006512711	167.5	0.8170731707317073
141	40	1.0	2	Original	Slow	2	Particulate organic matter	2.1337481654169825	-69.28263846367368	0.5907280327595968	167.5	0.8170731707317073
142	40	1.0	2	Original	Slow	2	Nitrogen	-106.5212343259672	55.35749468633016	2.2400176535204293	167.5	0.8170731707317073
143	40	1.0	2	Original	Slow	2	TOC	-151.3523664513661	29.820386362680278	1.4249152256207716	167.5	0.8170731707317073
144	40	1.0	2	Original	Slow	5	DOC	-291.0475151558977	59.09188398183452	2.444502698574397	167.5	0.8170731707317073
145	40	1.0	2	Original	Slow	5	DO	-153.23626595424716	99.55784320346636	226.1641136899126	167.5	0.8170731707317073
146	40	1.0	2	Original	Slow	5	Ammonium	-7.195770763057798	19.479598299163243	1.2419212756977691	167.5	0.8170731707317073
147	40	1.0	2	Original	Slow	5	Nitrate	-112.94335097574144	73.37947291585827	3.756499624666396	167.5	0.8170731707317073
148	40	1.0	2	Original	Slow	5	Sulphate	-5.6434743100908236e-06	6.110956904663901e-07	1.0000000061109569	167.5	0.8170731707317073
149	40	1.0	2	Original	Slow	5	Particulate organic matter	2.153874585941111	-69.96878544765676	0.5883433227849698	167.5	0.8170731707317073
150	40	1.0	2	Original	Slow	5	Nitrogen	-105.79860934750715	55.007620865301	2.2225986249942062	167.5	0.8170731707317073
151	40	1.0	2	Original	Slow	5	TOC	-147.64239124297666	29.1030018198111	1.4104969542694052	167.5	0.8170731707317073
152	40	1.0	2	Original	Slow	1	DOC	-291.0487196811967	59.125753635438585	2.446528288450634	167.5	0.8170731707317073
153	40	1.0	2	Original	Slow	1	DO	-153.1549245596447	99.56161673536076	228.11089762355252	167.5	0.8170731707317073
154	40	1.0	2	Original	Slow	1	Ammonium	-7.19717357009316	19.49448242859756	1.2421508862582915	167.5	0.8170731707317073
155	40	1.0	2	Original	Slow	1	Nitrate	-113.28582123351107	73.64385799301515	3.794182015467142	167.5	0.8170731707317073
156	40	1.0	2	Original	Slow	1	Sulphate	-5.9548549415922025e-06	6.451800218135567e-07	1.0000000064518002	167.5	0.8170731707317073
157	40	1.0	2	Original	Slow	1	Particulate organic matter	2.134652755584277	-69.38382168436115	0.5903751551098271	167.5	0.8170731707317073
158	40	1.0	2	Original	Slow	1	Nitrogen	-106.52787152567011	55.41830107658862	2.243072884498948	167.5	0.8170731707317073
159	40	1.0	2	Original	Slow	1	TOC	-151.49748690185544	29.879904164948222	1.4261246909193726	167.5	0.8170731707317073
160	41	1.0	5	Original	Slow	0	DOC	-0.26839254862233985	59.123146690156645	2.4463722596748774	182.5	0.8902439024390244
161	41	1.0	5	Original	Slow	0	DO	-0.14125197165374817	99.57070517166547	232.94014602494443	182.5	0.8902439024390244
162	41	1.0	5	Original	Slow	0	Ammonium	-0.006688925241683595	19.646363025277793	1.2444987403800798	182.5	0.8902439024390244
163	41	1.0	5	Original	Slow	0	Nitrate	-0.1054014173004457	74.2990934839802	3.8909133394835065	182.5	0.8902439024390244
164	41	1.0	5	Original	Slow	0	Sulphate	-5.746464193379097e-09	6.75128619774915e-07	1.0000000067512862	182.5	0.8902439024390244
165	41	1.0	5	Original	Slow	0	Particulate organic matter	0.0018947282774360997	-66.78116718804799	0.5995880811125915	182.5	0.8902439024390244
166	41	1.0	5	Original	Slow	0	Nitrogen	-0.09968161960374819	56.23168965457035	2.284758063785804	182.5	0.8902439024390244
167	41	1.0	5	Original	Slow	0	TOC	-0.14430531923852868	30.86257804355085	1.4463946900275182	182.5	0.8902439024390244
168	41	1.0	5	Original	Slow	2	DOC	-293.8869707695636	59.11947477526295	2.4461525249555596	182.5	0.8902439024390244
169	41	1.0	5	Original	Slow	2	DO	-154.67350257641863	99.5671630902002	231.03390153638298	182.5	0.8902439024390244
170	41	1.0	5	Original	Slow	2	Ammonium	-7.292655058075489	19.560260899924515	1.2431666377682988	182.5	0.8902439024390244
171	41	1.0	5	Original	Slow	2	Nitrate	-114.92012284545774	73.9769283238822	3.8427439022032592	182.5	0.8902439024390244
172	41	1.0	5	Original	Slow	2	Sulphate	-6.290369469752477e-06	6.748777612840982e-07	1.0000000067487778	182.5	0.8902439024390244
173	41	1.0	5	Original	Slow	2	Particulate organic matter	2.0775591503847513	-66.86881311609778	0.5992731543576434	182.5	0.8902439024390244
174	41	1.0	5	Original	Slow	2	Nitrogen	-108.4976943284641	55.89200710458259	2.267162784693145	182.5	0.8902439024390244
175	41	1.0	5	Original	Slow	2	TOC	-156.7361350188724	30.611326050080226	1.4411573864658875	182.5	0.8902439024390244
176	41	1.0	5	Original	Slow	5	DOC	-293.6409656465588	59.09755913702177	2.4448418698286627	182.5	0.8902439024390244
177	41	1.0	5	Original	Slow	5	DO	-154.59632088624235	99.56393048441423	229.32123532109418	182.5	0.8902439024390244
178	41	1.0	5	Original	Slow	5	Ammonium	-7.28737208614006	19.555214392100652	1.2430886507351249	182.5	0.8902439024390244
179	41	1.0	5	Original	Slow	5	Nitrate	-114.56113729560981	73.78026232790234	3.813920690229381	182.5	0.8902439024390244
180	41	1.0	5	Original	Slow	5	Sulphate	-6.109591026870476e-06	6.557884568882444e-07	1.0000000065578847	182.5	0.8902439024390244
181	41	1.0	5	Original	Slow	5	Particulate organic matter	2.098366692291647	-67.57005415279822	0.5967653379691298	182.5	0.8902439024390244
182	41	1.0	5	Original	Slow	5	Nitrogen	-107.6924663579918	55.50309297020329	2.247347212988005	182.5	0.8902439024390244
183	41	1.0	5	Original	Slow	5	TOC	-152.0805354089781	29.715928754267303	1.4227974877888354	182.5	0.8902439024390244
184	41	1.0	5	Original	Slow	1	DOC	-293.63104052231415	59.129188677784626	2.446733910213446	182.5	0.8902439024390244
185	41	1.0	5	Original	Slow	1	DO	-154.5139639472062	99.56751505655568	231.22192232542338	182.5	0.8902439024390244
186	41	1.0	5	Original	Slow	1	Ammonium	-7.285890965614456	19.562365106234722	1.2431991583550526	182.5	0.8902439024390244
187	41	1.0	5	Original	Slow	1	Nitrate	-114.90814737825303	74.04585580442613	3.852949234097792	182.5	0.8902439024390244
188	41	1.0	5	Original	Slow	1	Sulphate	-6.243168172659352e-06	6.705076196697471e-07	1.0000000067050763	182.5	0.8902439024390244
189	41	1.0	5	Original	Slow	1	Particulate organic matter	2.0875376679119544	-67.2595967610956	0.5978730185678643	182.5	0.8902439024390244
190	41	1.0	5	Original	Slow	1	Nitrogen	-108.4635163882093	55.93228962878398	2.2692352100352737	182.5	0.8902439024390244
191	41	1.0	5	Original	Slow	1	TOC	-156.3258209657323	30.56282180551295	1.4401506887262805	182.5	0.8902439024390244
192	42	1.0	10	Original	Slow	0	DOC	-0.2518936075163838	59.15547785537799	2.448308726588125	210.0	1.024390243902439
193	42	1.0	10	Original	Slow	0	DO	-0.1325010802998933	99.57428993964999	234.9016603407993	210.0	1.024390243902439
194	42	1.0	10	Original	Slow	0	Ammonium	-0.00618681605801678	19.372414881760694	1.2402703101345687	210.0	1.024390243902439
195	42	1.0	10	Original	Slow	0	Nitrate	-0.09942006806411158	74.71397713006839	3.954753996482108	210.0	1.024390243902439
196	42	1.0	10	Original	Slow	0	Sulphate	-6.723011147791169e-09	8.42054846876842e-07	1.0000000084205485	210.0	1.024390243902439
197	42	1.0	10	Original	Slow	0	Particulate organic matter	0.0017850479992478096	-67.07299541671611	0.5985407740525536	210.0	1.024390243902439
198	42	1.0	10	Original	Slow	0	Nitrogen	-0.09340564205882484	56.173294117566016	2.2817138086593136	210.0	1.024390243902439
199	42	1.0	10	Original	Slow	0	TOC	-0.12988118688334843	29.613302613290287	1.420723001827925	210.0	1.024390243902439
200	42	1.0	10	Original	Slow	2	DOC	-275.49755924016046	59.082481136712865	2.4439409518968676	210.0	1.024390243902439
201	42	1.0	10	Original	Slow	2	DO	-145.09045572595497	99.57029470244298	232.71763361663696	210.0	1.024390243902439
202	42	1.0	10	Original	Slow	2	Ammonium	-6.7738246489145055	19.36928797223988	1.2402222116750163	210.0	1.024390243902439
203	42	1.0	10	Original	Slow	2	Nitrate	-108.45968368148282	74.43193016015259	3.9111282402769265	210.0	1.024390243902439
204	42	1.0	10	Original	Slow	2	Sulphate	-7.951452403176518e-06	9.09465357473432e-07	1.0000000090946537	210.0	1.024390243902439
205	42	1.0	10	Original	Slow	2	Particulate organic matter	1.9771263961131846	-67.84149134413137	0.5958002350858909	210.0	1.024390243902439
206	42	1.0	10	Original	Slow	2	Nitrogen	-101.66855397591888	55.83500737579241	2.2642367644184387	210.0	1.024390243902439
207	42	1.0	10	Original	Slow	2	TOC	-139.84801569537615	29.117900203422753	1.4107934201580863	210.0	1.024390243902439
208	42	1.0	10	Original	Slow	5	DOC	-275.23601009361454	59.05394137887234	2.4422375038656647	210.0	1.024390243902439
209	42	1.0	10	Original	Slow	5	DO	-145.01795031416847	99.56698946565146	230.9412637049373	210.0	1.024390243902439
210	42	1.0	10	Original	Slow	5	Ammonium	-6.776387829849277	19.38566151661696	1.2404741126867016	210.0	1.024390243902439
211	42	1.0	10	Original	Slow	5	Nitrate	-108.1335237425645	74.24273613049257	3.882399951587419	210.0	1.024390243902439
212	42	1.0	10	Original	Slow	5	Sulphate	-7.851791679058806e-06	8.984856216094656e-07	1.0000000089848562	210.0	1.024390243902439
213	42	1.0	10	Original	Slow	5	Particulate organic matter	1.9949059771688238	-68.48351600040748	0.5935298738646821	210.0	1.024390243902439
214	42	1.0	10	Original	Slow	5	Nitrogen	-101.09126865991904	55.543883796404984	2.2494092723267025	210.0	1.024390243902439
215	42	1.0	10	Original	Slow	5	TOC	-137.04958096866704	28.548554425807627	1.3995518102732285	210.0	1.024390243902439
216	42	1.0	10	Original	Slow	1	DOC	-275.34100419516085	59.11008483324877	2.445590791572805	210.0	1.024390243902439
217	42	1.0	10	Original	Slow	1	DO	-144.94092589124705	99.57073208514771	232.95475049517745	210.0	1.024390243902439
218	42	1.0	10	Original	Slow	1	Ammonium	-6.766816152294947	19.369294594404927	1.2402223135339314	210.0	1.024390243902439
219	42	1.0	10	Original	Slow	1	Nitrate	-108.43134575749713	74.48957850698929	3.919966591982724	210.0	1.024390243902439
220	42	1.0	10	Original	Slow	1	Sulphate	-7.4656378501458676e-06	8.547839078239063e-07	1.000000008547839	210.0	1.024390243902439
221	42	1.0	10	Original	Slow	1	Particulate organic matter	1.9815444198182668	-68.06353254862817	0.595013079182217	210.0	1.024390243902439
222	42	1.0	10	Original	Slow	1	Nitrogen	-101.77420412749515	55.95093743079451	2.270195871771164	210.0	1.024390243902439
