Day,H1,H2,H3
1230,0.998999685,1.60169267,0.36915436
1231,1.089454021,1.593027836,0.40277757
1232,1.090678353,1.583691801,0.412393745
1233,1.128710119,1.579013023,0.411311462
1234,1.126385061,1.576497798,0.438472245
1235,1.017902488,1.570802636,0.415503133
1236,1.016143463,1.562339947,0.391715952
1237,0.922175319,1.55934284,0.41794649
1238,0.88151689,1.570195458,0.398233279
1239,0.885234548,1.5936072,0.37468904
1240,0.851627342,1.617342076,0.364990458
1241,0.968893032,1.628014382,0.344777929
1242,0.977321151,1.623020155,0.373423615
1243,0.963474326,1.612778666,0.377511327
1244,0.964552592,1.610513908,0.360641922
1245,0.914183452,1.619099131,0.393166699
1246,1.03255712,1.627749004,0.371818361
1247,1.079504055,1.622070805,0.325018064
1248,1.110053081,1.59809205,0.321115566
1249,1.170002832,1.566943181,0.309662906
1250,1.133572982,1.545710246,0.317360027
1251,1.182380976,1.542956676,0.314349849
1252,1.109296259,1.552083697,0.297758403
1253,1.003774696,1.557952379,0.326754059
1254,1.002223993,1.549944249,0.321338629
1255,0.98654196,1.5296241,0.30443563
1256,1.098182132,1.507406759,0.33327024
1257,1.115490059,1.493094092,0.333442449
1258,1.067001782,1.48949906,0.321588015
1259,1.085772766,1.493394564,0.296469601
1260,1.048212169,1.500115419,0.260439824
1261,1.107974721,1.505833006,0.276350357
1262,1.126798436,1.506352545,0.273176902
1263,1.135104526,1.496708867,0.26595547
1264,1.244853675,1.475002344,0.315011654
1265,1.271983868,1.44759515,0.328360315
1266,1.300051262,1.428694628,0.318071538
1267,1.225871944,1.431426624,0.317876238
1268,1.097449479,1.456643659,0.308270063
1269,1.076365612,1.490220729,0.319158506
1270,1.041079786,1.513344494,0.298727727
1271,1.081203026,1.518072883,0.262916997
1272,1.113899797,1.514127897,0.268060822
1273,1.114354447,1.519728842,0.2461131
1274,1.167148039,1.543870691,0.229335411
1275,1.148769179,1.576135433,0.251615381
1276,1.155140243,1.594052721,0.277272895
1277,1.178597079,1.582206816,0.321371021
1278,1.213138356,1.54630555,0.323046147
1279,1.319850995,1.509659325,0.308714052
1280,1.375673093,1.495138568,0.33976325
1281,1.411610956,1.508255094,0.317367327
1282,1.394440584,1.535225194,0.290659325
1283,1.306155542,1.556031744,0.310132048
1284,1.229199366,1.559845208,0.286839997
1285,1.154121487,1.549921134,0.267297798
1286,1.152786336,1.53615733,0.242757205
1287,1.197207253,1.524458029,0.199280952
1288,1.226798003,1.512910785,0.216712173
1289,1.239483784,1.496313088,0.204121566
1290,1.218885352,1.472407824,0.160520841
1291,1.207821558,1.443279462,0.173124963
1292,1.190918971,1.412211848,0.152783272
1293,1.171362613,1.381476037,0.115107275
1294,1.171030325,1.354280181,0.117307486
1295,1.210542574,1.337609917,0.12855129
1296,1.273901422,1.340098225,0.166700146
1297,1.265505091,1.36419367,0.18648957
1298,1.184091846,1.399524515,0.187306285
1299,1.052624799,1.425607827,0.219995198
1300,0.966948383,1.424219403,0.225917821
1301,0.958296323,1.391957576,0.219488084
1302,0.943581231,1.341947242,0.228809189
1303,0.955780794,1.292798099,0.230723123
1304,0.957651287,1.254538632,0.238199143
1305,0.986266307,1.22398196,0.204839815
1306,1.021655791,1.192892108,0.175419198
1307,0.959818606,1.160096483,0.205726778
1308,0.922885311,1.135237458,0.198012164
1309,0.912865336,1.130469839,0.193515872
1310,0.983720384,1.148460853,0.225765662
1311,1.104416302,1.178598515,0.215806431
1312,1.103704414,1.205043058,0.212196319
1313,1.092888026,1.218665865,0.201509528
1314,1.031164338,1.221623743,0.184054855
1315,0.969402342,1.221299345,0.232325783
1316,0.953098388,1.221114475,0.247493158
1317,0.860446734,1.218192916,0.241165633
1318,0.867383869,1.209726839,0.291065923
1319,0.900571956,1.199974644,0.307201294
1320,0.931504372,1.198757012,0.312738758
1321,0.984639576,1.21149773,0.337499413
1322,0.899223118,1.230762533,0.344351655
1323,0.87984595,1.239204587,0.363527389
1324,0.882202043,1.223132654,0.337338413
1325,0.893413417,1.184950392,0.284761453
1326,0.996642369,1.142649831,0.285141092
1327,0.99309335,1.116027559,0.267632229
1328,1.033696909,1.111529117,0.254400504
1329,1.025412303,1.118889482,0.280335934
1330,0.923507735,1.121859645,0.296518223
1331,0.892062654,1.112726403,0.324832401
1332,0.777422807,1.097772789,0.326114655
1333,0.767577946,1.090031611,0.316524321
1334,0.799491586,1.097247781,0.359952463
1335,0.786978707,1.116025466,0.363671392
1336,0.880229109,1.135889243,0.342488457
1337,0.856209283,1.147615047,0.353169754
1338,0.855696282,1.147879156,0.339122105
1339,0.860174297,1.138014091,0.330166023
1340,0.811228696,1.121126587,0.329607429
1341,0.918684516,1.101926863,0.338393222
1342,0.947367809,1.088147782,0.39159829
1343,0.982288674,1.088738758,0.403861708
1344,1.003533166,1.107291287,0.391931283
1345,0.911794377,1.136124137,0.411418302
1346,0.928704047,1.158648773,0.403598387
1347,0.846688604,1.160931023,0.397809636
1348,0.777791975,1.143497841,0.396490793
1349,0.78671132,1.121899924,0.391267154
1350,0.761418652,1.113564435,0.41721348
1351,0.880155564,1.12155844,0.393960131
1352,0.887805883,1.130269219,0.366641482
1353,0.839913136,1.118290557,0.40523468
1354,0.840069372,1.07811131,0.404572197
1355,0.782666508,1.025143223,0.401065944
1356,0.861380901,0.98736463,0.41874878
1357,0.865207571,0.983857779,0.396732663
1358,0.834972238,1.010318131,0.395398954
1359,0.882232318,1.043338426,0.377736812
1360,0.847344817,1.058909459,0.349538255
1361,0.876590603,1.049113493,0.398974601
1362,0.801354005,1.02420158,0.42027881
1363,0.68434399,1.000997039,0.410853149
1364,0.693643847,0.989572609,0.44729621
1365,0.675328646,0.989049068,0.462636698
1366,0.742318515,0.993042467,0.471332576
1367,0.741321662,0.996791063,0.487075611
1368,0.688368295,0.998969736,0.495675446
1369,0.731417211,0.998836238,0.52689147
1370,0.713522886,0.994485889,0.520299723
1371,0.747633353,0.985333308,0.492256473
1372,0.752496147,0.975411587,0.501546672
1373,0.73859999,0.971893568,0.504979903
1374,0.827422886,0.978443418,0.512047911
1375,0.844206912,0.989883821,0.512403244
1376,0.861634222,0.994963563,0.505837396
1377,0.832075206,0.986289593,0.518503584
1378,0.761221459,0.968351933,0.476342697
1379,0.774000443,0.955007846,0.437797865
1380,0.747599352,0.957439833,0.464641107
1381,0.75602663,0.973331269,0.458386736
1382,0.77263299,0.98780732,0.460359805
1383,0.764367281,0.986034355,0.486772775
1384,0.806938358,0.966274032,0.490178658
1385,0.804416947,0.941520009,0.529480409
1386,0.822059538,0.928448843,0.548613669
1387,0.853354553,0.934080969,0.551154618
1388,0.861630421,0.952054032,0.609892117
1389,0.897608371,0.970631812,0.610551858
1390,0.902015412,0.983453487,0.569174298
1391,0.915030381,0.99248875,0.564490491
1392,0.91715862,1.001667509,0.539775035
1393,0.877312647,1.009506346,0.528127231
1394,0.842732283,1.009539694,0.527108451
1395,0.816396113,0.998253777,0.521593146
1396,0.83263446,0.981392668,0.554982327
1397,0.851821425,0.970573713,0.549767377
1398,0.849587935,0.972335199,0.524603234
1399,0.847209416,0.980481894,0.547331238
1400,0.871692334,0.980399369,0.550573645
1401,0.932357876,0.962439236,0.546469104
1402,0.960669866,0.931944587,0.538342585
1403,0.963840787,0.905850815,0.514891196
1404,0.952733428,0.898272304,0.523225219
1405,0.973033514,0.90811289,0.504952838
1406,1.01937346,0.920121992,0.490194718
1407,1.00087178,0.918406766,0.542106704
1408,0.975293861,0.900072662,0.562588482
1409,0.949381781,0.877040068,0.560211113
1410,0.972415733,0.865347171,0.565127851
1411,1.028988978,0.872319044,0.546748645
1412,0.999642106,0.89264936,0.542526442
1413,0.983964412,0.915091553,0.515415172
1414,0.973584975,0.931919326,0.481136602
1415,1.006529469,0.942548373,0.491142333
1416,1.078821814,0.950119175,0.459854352
1417,1.055072764,0.956830734,0.415654478
1418,1.07000052,0.963331098,0.408607866
1419,1.086171159,0.971202401,0.398897265
1420,1.106785199,0.983424249,0.410858979
1421,1.150407604,1.00062695,0.401961336
1422,1.080055699,1.017364371,0.380508586
1423,1.074879593,1.024459324,0.398301238
1424,1.091563911,1.017469346,0.361867005
1425,1.104753634,1.003415117,0.323443492
1426,1.158608421,0.997327759,0.350937863
1427,1.08834859,1.0092139,0.352463241
1428,1.072883387,1.03253705,0.362728256
1429,1.05946329,1.046185095,0.376904141
1430,1.013518941,1.030667492,0.363817815
1431,1.047515012,0.985686502,0.394884576
1432,0.997362537,0.93342067,0.397976669
1433,1.030321337,0.90350568,0.378199477
1434,1.070090906,0.91170342,0.420644226
1435,1.033427423,0.949905265,0.424786779
1436,1.061707269,0.995073527,0.394957487
1437,0.978839657,1.028223596,0.394675124
1438,0.955670982,1.046681515,0.391881417
1439,0.959954263,1.060310395,0.409496494
1440,0.910990398,1.077478116,0.419945127
1441,0.981975166,1.09497167,0.419234483
1442,0.953735197,1.100742015,0.445739065
1443,0.941496101,1.085530736,0.433737962
1444,0.930655189,1.051767085,0.402874259
1445,0.840328054,1.012160061,0.397943192
1446,0.89493545,0.980843528,0.397139085
1447,0.888151842,0.965948185,0.413607706
1448,0.915786162,0.968946001,0.40331765
1449,0.986064091,0.988130722,0.394818999
1450,0.966324345,1.020205246,0.433391289
1451,1.047324705,1.058247508,0.423818492
1452,1.00251752,1.090538956,0.418139499
1453,0.925293823,1.1050338,0.459680576
1454,0.915446031,1.0977167,0.45372701
1455,0.866451451,1.077027616,0.440740645
1456,0.971241489,1.058474516,0.411880976
1457,0.989115089,1.052684589,0.356629406
1458,0.953534479,1.057403584,0.357236431
1459,0.968690531,1.061261359,0.333850694
1460,0.897226893,1.056201034,0.299538428
1461,0.930402657,1.046801216,0.334341773
1462,0.892190042,1.047214909,0.331901681
1463,0.839381148,1.068184467,0.307532584
1464,0.912934773,1.106285774,0.312553613
1465,0.926222366,1.145626766,0.306695678
1466,0.994414209,1.170437144,0.319571345
1467,0.942452962,1.176832146,0.308105042
1468,0.815868647,1.173346906,0.273853674
1469,0.807276938,1.171030567,0.281127362
1470,0.769827217,1.173661714,0.260875528
1471,0.830911308,1.177429336,0.23851832
1472,0.860377155,1.178943018,0.266047885
1473,0.849008271,1.181739073,0.294994298
1474,0.926633689,1.193481733,0.334135196
1475,0.900957456,1.216510094,0.346000644
1476,0.878572751,1.242152313,0.340413434
1477,0.817795548,1.255957304,0.374500335
1478,0.750623993,1.24979417,0.367062997
1479,0.827799571,1.229158101,0.347265374
1480,0.865334922,1.208118886,0.371103904
1481,0.911632858,1.196404957,0.363735859
1482,0.907380799,1.19110055,0.348537335
1483,0.831068278,1.181146716,0.333431982
1484,0.817049273,1.160292326,0.318150686
1485,0.758187313,1.135685865,0.349090361
1486,0.750242055,1.123330023,0.348920199
1487,0.789615959,1.134237851,0.331581156
1488,0.821703175,1.164051122,0.35021631
1489,0.898630724,1.195606343,0.327839664
1490,0.892642056,1.211934758,0.297312618
1491,0.857484576,1.208126259,0.287081647
1492,0.814325002,1.192584145,0.282512822
1493,0.756282407,1.178492092,0.316893596
1494,0.773750446,1.174353559,0.31590474
1495,0.813812433,1.181095884,0.30517339
1496,0.893137285,1.195318447,0.350239836
1497,0.961251483,1.212783175,0.350990178
1498,0.952243392,1.228432951,0.348782587
1499,0.913130118,1.235364496,0.384945727
1500,0.860434497,1.227345401,0.386099107
1501,0.855651151,1.204727357,0.393563979
1502,0.887027827,1.177556686,0.376557473
1503,0.930994114,1.160222038,0.335436201
1504,0.992881043,1.160080202,0.358652993
1505,1.056641717,1.170168155,0.355480774
1506,1.104418839,1.174367393,0.327323048
1507,1.076476066,1.162263243,0.348253747
1508,1.01550656,1.140672738,0.336840507
1509,0.980245813,1.130171884,0.302606615
1510,1.025466614,1.148034961,0.27787039
1511,1.13217786,1.192082703,0.255924257
1512,1.177076307,1.240301086,0.269832185
1513,1.182605143,1.267550223,0.264255274
1514,1.143763365,1.265337409,0.247766476
1515,1.106389887,1.247690476,0.269000089
1516,1.092721117,1.23844821,0.274675588
1517,1.02943682,1.251476182,0.280747504
1518,1.039389209,1.280727244,0.293650761
1519,1.106176891,1.307385559,0.304603144
1520,1.208353346,1.316203562,0.32814569
1521,1.304330084,1.306458492,0.285979054
1522,1.249453882,1.289716426,0.228422591
1523,1.199013322,1.279028601,0.220686213
1524,1.162886634,1.280286135,0.170267697
1525,1.160280947,1.291772336,0.132057842
1526,1.225745302,1.308921867,0.13464195
1527,1.20598195,1.327565022,0.111055128
1528,1.237041419,1.343231902,0.112639461
1529,1.250385048,1.350207327,0.095609159
1530,1.198035303,1.344399475,0.063041184
1531,1.16479814,1.32837384,0.098894197
1532,1.040348355,1.312240401,0.094706181
1533,1.032261638,1.306847441,0.058340851
1534,1.097071367,1.313958523,0.06798306
1535,1.14466934,1.322964584,0.047347602
1536,1.245980487,1.318945484,0.024883925
1537,1.207301315,1.296133193,0.025248852
1538,1.187134036,1.264611582,0.030833845
1539,1.158316406,1.243338849,0.07716169
1540,1.069065204,1.245025413,0.090397418
1541,1.101297947,1.266208804,0.075058873
1542,1.080420303,1.291240739,0.095148846
1543,1.128555848,1.306048852,0.08862911
1544,1.184017186,1.308774661,0.073783342
1545,1.123480901,1.308058118,0.070531538
1546,1.136277413,1.311969386,0.060846566
1547,1.050046784,1.319235434,0.072745737
1548,1.01298817,1.321200005,0.048851286
1549,1.051073617,1.311620459,0.024175229
1550,1.048784186,1.293647115,0.065356092
1551,1.184700267,1.276838882,0.080437658
1552,1.212086436,1.267814964,0.087177856
1553,1.195900334,1.264750642,0.113576094
1554,1.187505183,1.26152467,0.108117529
1555,1.086305459,1.256656598,0.105453169
1556,1.12699965,1.25663029,0.080152585
1557,1.109096542,1.268924582,0.052663581
1558,1.091135498,1.29138296,0.082669665
1559,1.144727144,1.309600838,0.077399364
1560,1.101323607,1.306973057,0.05637412
1561,1.136746258,1.279409594,0.072155586
1562,1.053410536,1.241067864,0.06909956
1563,0.928201257,1.21485064,0.078805508
1564,0.928803921,1.215193647,0.086784146
1565,0.909073889,1.23775991,0.091078808
1566,1.022446984,1.264383159,0.133661541
1567,1.059697286,1.278060266,0.119675805
1568,1.029372659,1.27471469,0.08850474
1569,1.083147451,1.262800862,0.115385113
1570,1.048436049,1.253482747,0.113270079
1571,1.079646711,1.251623547,0.117996401
1572,1.053115821,1.254836778,0.138524188
1573,0.99986206,1.258807488,0.127745298
1574,1.08333922,1.261728274,0.139331021
1575,1.090223513,1.263724008,0.114080239
1576,1.111846565,1.26394731,0.066063073
1577,1.050687531,1.260449439,0.088454809
1578,0.934788819,1.253476635,0.086954003
1579,0.957112982,1.247279833,0.063420362
1580,0.944958569,1.246132696,0.078665713
1581,0.98988676,1.247211117,0.086001005
1582,1.025507208,1.238569734,0.105319322
1583,1.020443881,1.207300299,0.126528632
1584,1.100816767,1.152750335,0.149365506
1585,1.083732239,1.092521362,0.205291545
1586,1.054038936,1.05333752,0.217042282
1587,1.014042543,1.052215618,0.195618637
1588,0.950723259,1.083413555,0.187218479
1589,0.98457879,1.123034484,0.16608761
1590,0.96037502,1.148119942,0.156391641
1591,0.930517883,1.15407045,0.132701217
1592,0.89543982,1.155527688,0.114405373
1593,0.819707759,1.170575253,0.135935652
1594,0.811114048,1.20282541,0.099840508
1595,0.782286979,1.237259939,0.062500424
1596,0.792423593,1.252806558,0.082629908
1597,0.842180852,1.239832489,0.06578535
1598,0.865532192,1.207435926,0.05582061
1599,0.915011668,1.175648999,0.049976747
1600,0.924422011,1.160948189,0.014552262
1601,0.932388701,1.167555108,0.024686131
1602,0.940675026,1.189524732,0.01433654
1603,0.914801285,1.218270385,0
1604,0.910899997,1.247156097,0.069896865
1605,0.90885806,1.270626822,0.1086382
1606,0.919444539,1.282398343,0.117068519
1607,0.906294644,1.27756963,0.151645633
1608,0.851417517,1.257437021,0.159307575
1609,0.805634897,1.230945928,0.170030027
1610,0.792085603,1.209289224,0.167541577
1611,0.816704834,1.197749488,0.149371939
1612,0.818326752,1.192945807,0.167469919
1613,0.806390403,1.188925329,0.149529436
1614,0.804098809,1.186266577,0.114770785
1615,0.830439478,1.194309323,0.125641595
1616,0.873217912,1.222819395,0.141733502
1617,0.850883216,1.270280394,0.174610047
1618,0.827635818,1.32055862,0.197583479
1619,0.819347202,1.352642164,0.210806911
1620,0.83593615,1.355813717,0.253468621
1621,0.857192073,1.336995506,0.246114743
1622,0.778362886,1.313887213,0.230873464
1623,0.714377377,1.30046342,0.271385219
1624,0.678836171,1.297945223,0.286378462
1625,0.677419443,1.298353118,0.29752196
1626,0.713601728,1.295402251,0.309186741
1627,0.66575786,1.291091524,0.304289486
1628,0.670763514,1.291869362,0.333221472
1629,0.705776768,1.29959105,0.332515401
1630,0.736869344,1.307801615,0.322733871
1631,0.796893308,1.307838442,0.362558119
1632,0.760537062,1.298369989,0.356391212
1633,0.79123038,1.287825956,0.327813311
1634,0.846820889,1.2863061,0.318315873
1635,0.853079784,1.294742287,0.303051002
1636,0.872664459,1.302643386,0.321278817
1637,0.767333942,1.297601391,0.319625978
1638,0.718400749,1.277816077,0.308509688
1639,0.704217495,1.255276401,0.341958719
1640,0.655385445,1.245892307,0.317784452
1641,0.69567654,1.255494748,0.275982217
1642,0.663570306,1.274807748,0.279212538
1643,0.699020864,1.288076667,0.259005173
1644,0.754555659,1.287204389,0.251687837
1645,0.724523843,1.278384167,0.23606791
1646,0.778405922,1.275710943,0.199045489
1647,0.755827848,1.288454336,0.215964324
1648,0.791405659,1.313802252,0.208482284
1649,0.864100869,1.340651358,0.188571148
1650,0.840173045,1.35935472,0.233843386
1651,0.894223458,1.367830684,0.25207031
1652,0.830429297,1.369650555,0.24053883
1653,0.760711252,1.368241525,0.231282485
1654,0.7320561,1.364136201,0.211019069
1655,0.641225376,1.357164715,0.216458679
1656,0.705539896,1.349121614,0.208063417
1657,0.715448274,1.342251552,0.198463982
1658,0.724646863,1.334954177,0.230119924
1659,0.780916648,1.320986886,0.234293986
1660,0.734228147,1.295652563,0.226623336
1661,0.793982389,1.264157234,0.229920232
1662,0.775239847,1.242663438,0.235780856
1663,0.748907899,1.247934911,0.264945552
1664,0.833253446,1.282852755,0.24781476
1665,0.853356748,1.331136152,0.221235986
1666,0.963642514,1.368004833,0.240885261
1667,0.950274847,1.379208369,0.210540594
1668,0.848884658,1.372173138,0.19370671
1669,0.833573151,1.368964061,0.237147434
1670,0.757481379,1.386672051,0.262745431
1671,0.800022592,1.422225318,0.312388256
1672,0.803005963,1.454777002,0.344204016
1673,0.775763658,1.463156943,0.343670603
1674,0.868692235,1.442805592,0.394705166
1675,0.865264707,1.407906393,0.402208001
1676,0.8911352,1.378270657,0.378028815
1677,0.845193945,1.363670148,0.406956777
1678,0.769620141,1.35900374,0.39575069
1679,0.864189685,1.352504691,0.360082255
1680,0.915101186,1.337580986,0.342006398
1681,0.994819599,1.317447372,0.32344309
1682,0.994856687,1.300293732,0.344041611
1683,0.895390709,1.291721723,0.349795797
1684,0.87684635,1.291917997,0.338431446
1685,0.76857279,1.298288878,0.362055317
1686,0.693894854,1.308372661,0.352463597
1687,0.648638249,1.319115094,0.327526295
1688,0.612259166,1.324709538,0.324427468
1689,0.708476108,1.318265946,0.32802639
1690,0.72158055,1.298331722,0.357318947
1691,0.705478749,1.274242466,0.354388419
1692,0.672047023,1.262944537,0.345647323
1693,0.611344539,1.277231126,0.387917723
1694,0.67331356,1.314607487,0.392948182
1695,0.717431734,1.357359797,0.396368732
1696,0.785237253,1.38519476,0.436474174
1697,0.858764289,1.390191137,0.446970209
1698,0.850310982,1.381125694,0.45599889
1699,0.843713093,1.373666869,0.438872167
1700,0.75426854,1.375801746,0.409489364
1701,0.671454965,1.381890394,0.437568514
1702,0.652426538,1.380106243,0.436923181
1703,0.655256507,1.365213181,0.427266482
1704,0.737554889,1.344080212,0.463285378
1705,0.803054967,1.32913592,0.464671073
1706,0.848469662,1.3269831,0.457823055
1707,0.862524304,1.333611266,0.453329844
1708,0.815372466,1.340243571,0.446460005
1709,0.80020424,1.342825974,0.483009813
1710,0.824685646,1.344912224,0.479852902
1711,0.903680874,1.351316143,0.460516363
1712,0.985183623,1.360144062,0.494464801
1713,1.007983877,1.362763921,0.493464527
1714,0.990280679,1.352723272,0.495205459
1715,0.935964851,1.334498228,0.530444531
1716,0.870244904,1.322072242,0.546604358
1717,0.784512916,1.327170955,0.578713262
1718,0.731171198,1.347820766,0.569004562
1719,0.751173831,1.36859148,0.524171749
1720,0.828607778,1.373200144,0.533414005
1721,0.907471504,1.358299762,0.513501748
1722,0.882479344,1.335864853,0.476716682
1723,0.820128844,1.322110184,0.487054766
1724,0.773081792,1.323238918,0.482112672
1725,0.779788301,1.330793681,0.472053941
1726,0.848484812,1.330032886,0.456509878
1727,0.875561567,1.312931216,0.44150292
1728,0.934932436,1.284227698,0.466904065
1729,0.990528926,1.256518742,0.461442975
1730,0.995479664,1.240458275,0.435492375
1731,0.96193041,1.238974786,0.43127121
1732,0.818717181,1.248542659,0.406694824
1733,0.752150805,1.263280885,0.390677898
1734,0.775222308,1.276703638,0.380043664
1735,0.830315857,1.281207259,0.391509496
1736,0.922437731,1.269659233,0.454929874
1737,0.89724265,1.241027987,0.46793372
1738,0.89665097,1.205395303,0.472696085
1739,0.904797559,1.181159722,0.526020433
1740,0.875335486,1.183325293,0.529643335
1741,0.92187655,1.211396059,0.535534773
1742,0.925469625,1.248290077,0.558001986
1743,1.024273229,1.273199994,0.545425041
1744,1.144855393,1.278349666,0.559374864
1745,1.147617745,1.274711509,0.539990752
1746,1.148009377,1.280787726,0.501296803
1747,1.022177785,1.304002876,0.543683092
1748,0.953863083,1.331694946,0.562393246
1749,0.959174017,1.340588119,0.559145922
1750,0.935441105,1.316981063,0.596599428
1751,1.035984552,1.269978613,0.602647651
1752,1.063751894,1.226110916,0.597209618
1753,1.102544686,1.210011266,0.586307726
1754,1.144857594,1.227485039,0.569894826
1755,1.077518755,1.26413228,0.596729118
1756,1.127495753,1.298531649,0.596445155
1757,1.13914571,1.317334715,0.57522356
1758,1.199123636,1.320412451,0.588145212
1759,1.323004841,1.314970649,0.590884184
1760,1.331847459,1.307016368,0.599825993
1761,1.403997935,1.298295232,0.609034059
1762,1.349068401,1.289020474,0.619310313
1763,1.255485387,1.280653087,0.656131936
1764,1.250296857,1.274721552,0.635638922
1765,1.205398644,1.270018599,0.601229129
1766,1.318737542,1.263352321,0.619970156
1767,1.376526143,1.254707171,0.612700324
1768,1.386045372,1.251194787,0.613842922
1769,1.457776634,1.263603602,0.633084326
1770,1.418176256,1.296530228,0.631671308
1771,1.463960336,1.340906385,0.652357057
1772,1.450421949,1.377367133,0.637166301
1773,1.420612341,1.3894133,0.610912786
1774,1.536543192,1.375522913,0.647512801
1775,1.577623888,1.349310264,0.64814283
1776,1.659893229,1.327378596,0.630867562
1777,1.626891919,1.315860146,0.642614433
1778,1.502711768,1.307736481,0.636917274
1779,1.503566199,1.292645518,0.65266977
1780,1.449102323,1.269050124,0.664555906
1781,1.47356517,1.246849146,0.678563736
1782,1.47361954,1.238298086,0.743239935
1783,1.429994315,1.246598934,0.753832824
1784,1.509444968,1.263366144,0.734409807
1785,1.484695275,1.276887128,0.75172823
1786,1.461877586,1.282341147,0.739393391
1787,1.414928552,1.283788461,0.735604816
1788,1.352181541,1.286826453,0.738261267
1789,1.454143559,1.290657582,0.724660778
1790,1.494745052,1.288633248,0.748798058
1791,1.527246418,1.276867685,0.734137676
1792,1.523026754,1.261289433,0.697743098
1793,1.445171773,1.254434815,0.7241628
1794,1.458019973,1.263815717,0.726746533
1795,1.397332685,1.283111458,0.706590843
1796,1.351217805,1.295767391,0.696679986
1797,1.349236387,1.288907301,0.668621387
1798,1.332046221,1.26512286,0.654788187
1799,1.405235667,1.241058731,0.629879481
1800,1.404640309,1.233753051,0.617989833
1801,1.385768052,1.246926121,0.667086472
1802,1.394283141,1.269162312,0.697741182
1803,1.381031794,1.284734796,0.717344258
1804,1.450069956,1.286615091,0.748592613
1805,1.489638641,1.280387852,0.768470769
1806,1.525937543,1.277242137,0.803027779
1807,1.56971251,1.28409004,0.801566696
1808,1.546804288,1.299862099,0.793055415
1809,1.539567542,1.319416546,0.823258991
1810,1.503410232,1.338979229,0.786135856
1811,1.481479257,1.357165624,0.741266902
1812,1.492455744,1.372149776,0.751232683
1813,1.483061965,1.380393397,0.7398606
1814,1.506692953,1.379927969,0.756621773
1815,1.528669799,1.374546675,0.775686892
1816,1.551324176,1.372613112,0.765372789
1817,1.560567841,1.379484379,0.799061386
1818,1.542649855,1.390530756,0.79067995
1819,1.555645951,1.393187686,0.757273969
1820,1.594303856,1.37837552,0.796656374
1821,1.640020202,1.351349688,0.810705521
1822,1.637970371,1.33051247,0.802463314
1823,1.603975471,1.332959831,0.816193678
1824,1.583333637,1.3585869,0.81661072
1825,1.585024435,1.387567695,0.837365021
1826,1.600494147,1.394978063,0.846999269
1827,1.566333867,1.370816047,0.847162996
1828,1.546763025,1.328186313,0.884107618
1829,1.561846296,1.292488287,0.882042483
1830,1.591444549,1.281066454,0.849778534
1831,1.622641876,1.290756089,0.830968264
1832,1.577054329,1.303060366,0.813726526
1833,1.571251481,1.300902704,0.822314202
1834,1.617143944,1.281655561,0.813222714
1835,1.670953359,1.256209389,0.808341769
1836,1.731822565,1.237285444,0.848599016
1837,1.695248313,1.228944422,0.838660951
1838,1.697896249,1.225955427,0.824247757
1839,1.734996304,1.221133309,0.857430934
1840,1.746292739,1.211966804,0.868800516
1841,1.78218805,1.200733823,0.890156235
1842,1.735184241,1.190324443,0.897475021
1843,1.748880121,1.181991935,0.884638298
1844,1.790665988,1.17743699,0.919118546
1845,1.761136496,1.18122345,0.921668534
1846,1.756232129,1.198461216,0.919116796
1847,1.670995022,1.228538446,0.97909518
1848,1.665007875,1.261739685,1.003776992
1849,1.717331774,1.284290464,1.007160498
1850,1.703908429,1.28900402,1.011206549
1851,1.745700332,1.28178983,0.998282761
1852,1.694439736,1.276804446,1.018721372
1853,1.672735195,1.283577082,1.014589685
1854,1.676141602,1.297857613,1.002680389
1855,1.588541416,1.305320072,1.044135532
1856,1.59759399,1.295365253,1.042360215
1857,1.553412545,1.272373552,1.025465471
1858,1.545741458,1.253697761,1.040761794
1859,1.575946089,1.255921241,1.040416435
1860,1.491268304,1.281766307,1.055831698
1861,1.493111012,1.319109556,1.040371565
1862,1.42929214,1.351954908,0.99128777
1863,1.390599354,1.372385571,0.982039362
1864,1.445958853,1.382822083,0.93452745
1865,1.434174243,1.388418775,0.875840384
1866,1.536694418,1.389157047,0.882609565
1867,1.551671481,1.380417373,0.888195627
1868,1.51178929,1.360857981,0.896251785
1869,1.527623985,1.338046158,0.90386767
1870,1.449972061,1.324404837,0.905789521
1871,1.492891852,1.326492292,0.941608224
1872,1.495057877,1.338412673,0.948691431
1873,1.477021548,1.346816935,0.94425565
1874,1.566039636,1.343487754,0.970363094
1875,1.550673587,1.333476017,0.962145905
1876,1.588528076,1.33057187,0.940515221
1877,1.537898179,1.344106998,0.914832294
1878,1.438127319,1.369684851,0.898249627
1879,1.49382848,1.392831086,0.930207814
1880,1.503546325,1.40219272,0.923413735
1881,1.590476445,1.399848961,0.912261927
1882,1.609771412,1.399230803,0.948195647
1883,1.541125132,1.412952382,0.924508419
1884,1.577145491,1.441958165,0.897333769
1885,1.513552392,1.475346602,0.905125306
1886,1.492760842,1.499782493,0.892416378
1887,1.468620438,1.509137721,0.914486586
1888,1.435208772,1.506443761,0.915620414
1889,1.566279551,1.498736029,0.891856123
1890,1.601627152,1.49161235,0.937015129
1891,1.606030609,1.488416441,0.95401165
1892,1.553660992,1.492222079,0.951309549
1893,1.440931407,1.50549951,1.003701243
1894,1.478263592,1.526261882,1.024731304
1895,1.472761251,1.545676351,1.017935487
