	Trial	Variance	Anisotropy	Domain	Regime	Time_series	Chem	Delay	Memory	Crosscorrelation	fraction	Time
660	50	1.0	5	Original	Slow	5	Mobile active aerobic degraders	25	0	-0.7950494684964201	0.975609756097561	200.0
661	50	1.0	5	Original	Slow	5	Mobile active nitrate reducers	215	0	-0.8583068260547975	0.975609756097561	200.0
662	50	1.0	5	Original	Slow	5	Mobile active sulphate reducers	0	190	0.9964177383945965	0.975609756097561	200.0
663	50	1.0	5	Original	Slow	5	Mobile active ammonia oxidizers	10	155	0.9465865177494173	0.975609756097561	200.0
664	50	1.0	5	Original	Slow	5	Immobile inactive aerobic degraders	160	0	-0.9066177068111686	0.975609756097561	200.0
665	50	1.0	5	Original	Slow	5	Immobile inactive nitrate reducers	10	0	-0.8541394420434758	0.975609756097561	200.0
666	50	1.0	5	Original	Slow	5	Immobile inactive sulphate reducers	270	325	0.8474420123288675	0.975609756097561	200.0
667	50	1.0	5	Original	Slow	5	Immobile inactive ammonia oxidizers	500	0	0.5914599604361752	0.975609756097561	200.0
668	50	1.0	5	Original	Slow	5	Mobile inactive aerobic degraders	200	0	-0.8803695069765747	0.975609756097561	200.0
669	50	1.0	5	Original	Slow	5	Mobile inactive nitrate reducers	190	0	-0.8848699756609553	0.975609756097561	200.0
670	50	1.0	5	Original	Slow	5	Mobile inactive sulphate reducers	80	0	-0.763341205085861	0.975609756097561	200.0
671	50	1.0	5	Original	Slow	5	Mobile inactive ammonia oxidizers	15	0	-0.8712323054607646	0.975609756097561	200.0
672	51	1.0	10	Original	Slow	1	Immobile active aerobic degraders	0	55	0.9757063889056553	0.9634146341463414	197.5
673	51	1.0	10	Original	Slow	1	Immobile active nitrate reducers	20	65	0.9541390358412306	0.9634146341463414	197.5
674	51	1.0	10	Original	Slow	1	Immobile active sulphate reducers	0	0	0.5894625398736586	0.9634146341463414	197.5
675	51	1.0	10	Original	Slow	1	Immobile active ammonia oxidizers	20	70	0.9467892789570195	0.9634146341463414	197.5
676	51	1.0	10	Original	Slow	1	Mobile active aerobic degraders	20	0	-0.7975574534999897	0.9634146341463414	197.5
677	51	1.0	10	Original	Slow	1	Mobile active nitrate reducers	170	0	-0.7217789617611557	0.9634146341463414	197.5
678	51	1.0	10	Original	Slow	1	Mobile active sulphate reducers	0	40	0.988903178356651	0.9634146341463414	197.5
679	51	1.0	10	Original	Slow	1	Mobile active ammonia oxidizers	10	50	0.952623467183351	0.9634146341463414	197.5
680	51	1.0	10	Original	Slow	1	Immobile inactive aerobic degraders	65	0	-0.7062094800505314	0.9634146341463414	197.5
681	51	1.0	10	Original	Slow	1	Immobile inactive nitrate reducers	20	0	-0.9247237752628259	0.9634146341463414	197.5
682	51	1.0	10	Original	Slow	1	Immobile inactive sulphate reducers	175	0	0.49356314684859665	0.9634146341463414	197.5
683	51	1.0	10	Original	Slow	1	Immobile inactive ammonia oxidizers	10	0	-0.8731005256305944	0.9634146341463414	197.5
684	51	1.0	10	Original	Slow	1	Mobile inactive aerobic degraders	125	0	-0.6982397271486529	0.9634146341463414	197.5
685	51	1.0	10	Original	Slow	1	Mobile inactive nitrate reducers	120	0	-0.7000952292894206	0.9634146341463414	197.5
686	51	1.0	10	Original	Slow	1	Mobile inactive sulphate reducers	95	0	-0.7828087386156346	0.9634146341463414	197.5
687	51	1.0	10	Original	Slow	1	Mobile inactive ammonia oxidizers	25	0	-0.8800102109165552	0.9634146341463414	197.5
688	51	1.0	10	Original	Slow	2	Immobile active aerobic degraders	0	190	0.9865634113820062	0.9634146341463414	197.5
689	51	1.0	10	Original	Slow	2	Immobile active nitrate reducers	20	225	0.9832038720476515	0.9634146341463414	197.5
690	51	1.0	10	Original	Slow	2	Immobile active sulphate reducers	445	265	0.8001946161520261	0.9634146341463414	197.5
691	51	1.0	10	Original	Slow	2	Immobile active ammonia oxidizers	25	230	0.9791137709580591	0.9634146341463414	197.5
692	51	1.0	10	Original	Slow	2	Mobile active aerobic degraders	20	0	-0.7624434693679208	0.9634146341463414	197.5
693	51	1.0	10	Original	Slow	2	Mobile active nitrate reducers	215	0	-0.8578129573941967	0.9634146341463414	197.5
694	51	1.0	10	Original	Slow	2	Mobile active sulphate reducers	0	160	0.9938791881897002	0.9634146341463414	197.5
695	51	1.0	10	Original	Slow	2	Mobile active ammonia oxidizers	15	175	0.9723190073375634	0.9634146341463414	197.5
696	51	1.0	10	Original	Slow	2	Immobile inactive aerobic degraders	155	0	-0.8823153754875285	0.9634146341463414	197.5
697	51	1.0	10	Original	Slow	2	Immobile inactive nitrate reducers	10	0	-0.9223563937980431	0.9634146341463414	197.5
698	51	1.0	10	Original	Slow	2	Immobile inactive sulphate reducers	340	345	0.8454813665820702	0.9634146341463414	197.5
699	51	1.0	10	Original	Slow	2	Immobile inactive ammonia oxidizers	955	0	0.631046090793144	0.9634146341463414	197.5
700	51	1.0	10	Original	Slow	2	Mobile inactive aerobic degraders	195	0	-0.8724084956777245	0.9634146341463414	197.5
701	51	1.0	10	Original	Slow	2	Mobile inactive nitrate reducers	185	0	-0.8784265938063681	0.9634146341463414	197.5
702	51	1.0	10	Original	Slow	2	Mobile inactive sulphate reducers	55	0	-0.7949283764213685	0.9634146341463414	197.5
703	51	1.0	10	Original	Slow	2	Mobile inactive ammonia oxidizers	15	0	-0.880131341703203	0.9634146341463414	197.5
704	51	1.0	10	Original	Slow	5	Immobile active aerobic degraders	0	215	0.9857060164031886	0.9634146341463414	197.5
705	51	1.0	10	Original	Slow	5	Immobile active nitrate reducers	25	245	0.9855016696231951	0.9634146341463414	197.5
706	51	1.0	10	Original	Slow	5	Immobile active sulphate reducers	355	205	0.7760683670982659	0.9634146341463414	197.5
707	51	1.0	10	Original	Slow	5	Immobile active ammonia oxidizers	25	260	0.9801576844391403	0.9634146341463414	197.5
708	51	1.0	10	Original	Slow	5	Mobile active aerobic degraders	20	0	-0.7287084510384126	0.9634146341463414	197.5
709	51	1.0	10	Original	Slow	5	Mobile active nitrate reducers	215	0	-0.8237103059121087	0.9634146341463414	197.5
710	51	1.0	10	Original	Slow	5	Mobile active sulphate reducers	0	175	0.9945175210485366	0.9634146341463414	197.5
711	51	1.0	10	Original	Slow	5	Mobile active ammonia oxidizers	10	205	0.9627170288879237	0.9634146341463414	197.5
712	51	1.0	10	Original	Slow	5	Immobile inactive aerobic degraders	155	0	-0.9087701400345476	0.9634146341463414	197.5
713	51	1.0	10	Original	Slow	5	Immobile inactive nitrate reducers	10	0	-0.9066188935954187	0.9634146341463414	197.5
714	51	1.0	10	Original	Slow	5	Immobile inactive sulphate reducers	255	320	0.8701358346202721	0.9634146341463414	197.5
715	51	1.0	10	Original	Slow	5	Immobile inactive ammonia oxidizers	505	0	0.52150124784561	0.9634146341463414	197.5
716	51	1.0	10	Original	Slow	5	Mobile inactive aerobic degraders	190	0	-0.8746104530597264	0.9634146341463414	197.5
717	51	1.0	10	Original	Slow	5	Mobile inactive nitrate reducers	185	0	-0.8832053974623693	0.9634146341463414	197.5
718	51	1.0	10	Original	Slow	5	Mobile inactive sulphate reducers	60	0	-0.7953803412992422	0.9634146341463414	197.5
719	51	1.0	10	Original	Slow	5	Mobile inactive ammonia oxidizers	15	0	-0.8874474900232114	0.9634146341463414	197.5
720	52	10.0	2	Original	Slow	1	Immobile active aerobic degraders	0	55	0.9665590831708758	0.9146341463414634	187.5
721	52	10.0	2	Original	Slow	1	Immobile active nitrate reducers	20	70	0.9471732071303434	0.9146341463414634	187.5
722	52	10.0	2	Original	Slow	1	Immobile active sulphate reducers	0	10	0.79239194397145	0.9146341463414634	187.5
723	52	10.0	2	Original	Slow	1	Immobile active ammonia oxidizers	25	70	0.935670423983448	0.9146341463414634	187.5
724	52	10.0	2	Original	Slow	1	Mobile active aerobic degraders	25	0	-0.8585879988684074	0.9146341463414634	187.5
725	52	10.0	2	Original	Slow	1	Mobile active nitrate reducers	5	0	0.6307846757558101	0.9146341463414634	187.5
726	52	10.0	2	Original	Slow	1	Mobile active sulphate reducers	0	40	0.9914976168161135	0.9146341463414634	187.5
727	52	10.0	2	Original	Slow	1	Mobile active ammonia oxidizers	15	55	0.9514602086072821	0.9146341463414634	187.5
728	52	10.0	2	Original	Slow	1	Immobile inactive aerobic degraders	80	0	-0.7050077941277392	0.9146341463414634	187.5
729	52	10.0	2	Original	Slow	1	Immobile inactive nitrate reducers	10	0	-0.9475923408527284	0.9146341463414634	187.5
730	52	10.0	2	Original	Slow	1	Immobile inactive sulphate reducers	155	0	0.5096549775599142	0.9146341463414634	187.5
731	52	10.0	2	Original	Slow	1	Immobile inactive ammonia oxidizers	15	0	-0.887030895124379	0.9146341463414634	187.5
732	52	10.0	2	Original	Slow	1	Mobile inactive aerobic degraders	125	0	-0.6542507094741851	0.9146341463414634	187.5
733	52	10.0	2	Original	Slow	1	Mobile inactive nitrate reducers	100	0	-0.6366477458091688	0.9146341463414634	187.5
734	52	10.0	2	Original	Slow	1	Mobile inactive sulphate reducers	100	0	-0.5812653500090754	0.9146341463414634	187.5
735	52	10.0	2	Original	Slow	1	Mobile inactive ammonia oxidizers	25	0	-0.9172626319622667	0.9146341463414634	187.5
736	52	10.0	2	Original	Slow	2	Immobile active aerobic degraders	0	190	0.9794261024731035	0.9146341463414634	187.5
737	52	10.0	2	Original	Slow	2	Immobile active nitrate reducers	20	240	0.9775422481270309	0.9146341463414634	187.5
738	52	10.0	2	Original	Slow	2	Immobile active sulphate reducers	425	205	0.7884824221705462	0.9146341463414634	187.5
739	52	10.0	2	Original	Slow	2	Immobile active ammonia oxidizers	30	255	0.9701177945983095	0.9146341463414634	187.5
740	52	10.0	2	Original	Slow	2	Mobile active aerobic degraders	55	0	-0.9180793441944987	0.9146341463414634	187.5
741	52	10.0	2	Original	Slow	2	Mobile active nitrate reducers	330	0	-0.7849029880285936	0.9146341463414634	187.5
742	52	10.0	2	Original	Slow	2	Mobile active sulphate reducers	0	165	0.995955159810764	0.9146341463414634	187.5
743	52	10.0	2	Original	Slow	2	Mobile active ammonia oxidizers	15	175	0.9745799353774012	0.9146341463414634	187.5
744	52	10.0	2	Original	Slow	2	Immobile inactive aerobic degraders	180	0	-0.8644870068441788	0.9146341463414634	187.5
745	52	10.0	2	Original	Slow	2	Immobile inactive nitrate reducers	5	0	-0.8119901423509663	0.9146341463414634	187.5
746	52	10.0	2	Original	Slow	2	Immobile inactive sulphate reducers	405	350	0.8132414180629676	0.9146341463414634	187.5
747	52	10.0	2	Original	Slow	2	Immobile inactive ammonia oxidizers	970	0	0.617993674759419	0.9146341463414634	187.5
748	52	10.0	2	Original	Slow	2	Mobile inactive aerobic degraders	335	0	-0.8089608915407542	0.9146341463414634	187.5
749	52	10.0	2	Original	Slow	2	Mobile inactive nitrate reducers	350	0	-0.7975865794106842	0.9146341463414634	187.5
750	52	10.0	2	Original	Slow	2	Mobile inactive sulphate reducers	105	0	-0.7981636480934751	0.9146341463414634	187.5
751	52	10.0	2	Original	Slow	2	Mobile inactive ammonia oxidizers	20	0	-0.9223667306687771	0.9146341463414634	187.5
752	53	10.0	5	Original	Slow	1	Immobile active aerobic degraders	0	55	0.982836806544309	0.7195121951219512	147.5
753	53	10.0	5	Original	Slow	1	Immobile active nitrate reducers	10	70	0.9609701294559477	0.7195121951219512	147.5
754	53	10.0	5	Original	Slow	1	Immobile active sulphate reducers	0	20	0.8298236348343935	0.7195121951219512	147.5
755	53	10.0	5	Original	Slow	1	Immobile active ammonia oxidizers	25	70	0.933227129560365	0.7195121951219512	147.5
756	53	10.0	5	Original	Slow	1	Mobile active aerobic degraders	30	0	-0.7658040681216876	0.7195121951219512	147.5
757	53	10.0	5	Original	Slow	1	Mobile active nitrate reducers	5	45	0.9382907933506711	0.7195121951219512	147.5
758	53	10.0	5	Original	Slow	1	Mobile active sulphate reducers	0	40	0.9900911898112741	0.7195121951219512	147.5
759	53	10.0	5	Original	Slow	1	Mobile active ammonia oxidizers	15	55	0.9645444158229449	0.7195121951219512	147.5
760	53	10.0	5	Original	Slow	1	Immobile inactive aerobic degraders	50	0	-0.7132959660016794	0.7195121951219512	147.5
761	53	10.0	5	Original	Slow	1	Immobile inactive nitrate reducers	10	0	-0.9337163660697659	0.7195121951219512	147.5
762	53	10.0	5	Original	Slow	1	Immobile inactive sulphate reducers	135	0	0.5366398329685818	0.7195121951219512	147.5
763	53	10.0	5	Original	Slow	1	Immobile inactive ammonia oxidizers	10	0	-0.8730155341735469	0.7195121951219512	147.5
764	53	10.0	5	Original	Slow	1	Mobile inactive aerobic degraders	115	0	-0.4956448125973776	0.7195121951219512	147.5
765	53	10.0	5	Original	Slow	1	Mobile inactive nitrate reducers	75	0	-0.5834374030784054	0.7195121951219512	147.5
766	53	10.0	5	Original	Slow	1	Mobile inactive sulphate reducers	70	0	-0.43159012998684537	0.7195121951219512	147.5
767	53	10.0	5	Original	Slow	1	Mobile inactive ammonia oxidizers	20	0	-0.7822234966264505	0.7195121951219512	147.5
768	53	10.0	5	Original	Slow	2	Immobile active aerobic degraders	0	200	0.9933406652108726	0.7195121951219512	147.5
769	53	10.0	5	Original	Slow	2	Immobile active nitrate reducers	15	225	0.9848569334482487	0.7195121951219512	147.5
770	53	10.0	5	Original	Slow	2	Immobile active sulphate reducers	0	420	0.8424533383933199	0.7195121951219512	147.5
771	53	10.0	5	Original	Slow	2	Immobile active ammonia oxidizers	30	260	0.9706980344520779	0.7195121951219512	147.5
772	53	10.0	5	Original	Slow	2	Mobile active aerobic degraders	65	0	-0.8521249300750828	0.7195121951219512	147.5
773	53	10.0	5	Original	Slow	2	Mobile active nitrate reducers	5	0	0.6372893346786808	0.7195121951219512	147.5
774	53	10.0	5	Original	Slow	2	Mobile active sulphate reducers	0	175	0.994308668107571	0.7195121951219512	147.5
775	53	10.0	5	Original	Slow	2	Mobile active ammonia oxidizers	15	175	0.9878919030589992	0.7195121951219512	147.5
776	53	10.0	5	Original	Slow	2	Immobile inactive aerobic degraders	155	0	-0.8503665484098164	0.7195121951219512	147.5
777	53	10.0	5	Original	Slow	2	Immobile inactive nitrate reducers	5	0	-0.7369400978162759	0.7195121951219512	147.5
778	53	10.0	5	Original	Slow	2	Immobile inactive sulphate reducers	290	355	0.7852140416053691	0.7195121951219512	147.5
779	53	10.0	5	Original	Slow	2	Immobile inactive ammonia oxidizers	975	0	0.585023150383124	0.7195121951219512	147.5
780	53	10.0	5	Original	Slow	2	Mobile inactive aerobic degraders	580	0	-0.7875688622909433	0.7195121951219512	147.5
781	53	10.0	5	Original	Slow	2	Mobile inactive nitrate reducers	595	0	-0.7638723037250693	0.7195121951219512	147.5
782	53	10.0	5	Original	Slow	2	Mobile inactive sulphate reducers	140	0	-0.6931498826163904	0.7195121951219512	147.5
783	53	10.0	5	Original	Slow	2	Mobile inactive ammonia oxidizers	20	0	-0.6913370339692377	0.7195121951219512	147.5
784	53	10.0	5	Original	Slow	5	Immobile active aerobic degraders	0	225	0.9931127193016643	0.7195121951219512	147.5
785	53	10.0	5	Original	Slow	5	Immobile active nitrate reducers	15	255	0.9863785099650222	0.7195121951219512	147.5
786	53	10.0	5	Original	Slow	5	Immobile active sulphate reducers	0	380	0.8624569760679264	0.7195121951219512	147.5
787	53	10.0	5	Original	Slow	5	Immobile active ammonia oxidizers	40	270	0.976205920531991	0.7195121951219512	147.5
788	53	10.0	5	Original	Slow	5	Mobile active aerobic degraders	55	0	-0.8401616646273983	0.7195121951219512	147.5
789	53	10.0	5	Original	Slow	5	Mobile active nitrate reducers	0	0	0.6032821753917873	0.7195121951219512	147.5
790	53	10.0	5	Original	Slow	5	Mobile active sulphate reducers	0	190	0.9954619983179415	0.7195121951219512	147.5
791	53	10.0	5	Original	Slow	5	Mobile active ammonia oxidizers	15	185	0.9902605495344455	0.7195121951219512	147.5
792	53	10.0	5	Original	Slow	5	Immobile inactive aerobic degraders	135	0	-0.8944016358627972	0.7195121951219512	147.5
793	53	10.0	5	Original	Slow	5	Immobile inactive nitrate reducers	5	0	-0.7859041661966041	0.7195121951219512	147.5
794	53	10.0	5	Original	Slow	5	Immobile inactive sulphate reducers	215	245	0.7915011427395348	0.7195121951219512	147.5
795	53	10.0	5	Original	Slow	5	Immobile inactive ammonia oxidizers	0	0	-0.6569007108272391	0.7195121951219512	147.5
796	53	10.0	5	Original	Slow	5	Mobile inactive aerobic degraders	270	0	-0.7374443383572931	0.7195121951219512	147.5
797	53	10.0	5	Original	Slow	5	Mobile inactive nitrate reducers	260	0	-0.72552957087522	0.7195121951219512	147.5
798	53	10.0	5	Original	Slow	5	Mobile inactive sulphate reducers	125	0	-0.8703817543715242	0.7195121951219512	147.5
799	53	10.0	5	Original	Slow	5	Mobile inactive ammonia oxidizers	15	0	-0.8625109977617691	0.7195121951219512	147.5
800	54	10.0	10	Original	Slow	1	Immobile active aerobic degraders	0	55	0.979359431189311	0.8780487804878049	180.0
801	54	10.0	10	Original	Slow	1	Immobile active nitrate reducers	20	65	0.9494452443907968	0.8780487804878049	180.0
802	54	10.0	10	Original	Slow	1	Immobile active sulphate reducers	265	0	0.3952327499446374	0.8780487804878049	180.0
803	54	10.0	10	Original	Slow	1	Immobile active ammonia oxidizers	15	65	0.9592883643567244	0.8780487804878049	180.0
804	54	10.0	10	Original	Slow	1	Mobile active aerobic degraders	35	0	-0.8620916891783585	0.8780487804878049	180.0
805	54	10.0	10	Original	Slow	1	Mobile active nitrate reducers	5	0	0.6848462660609231	0.8780487804878049	180.0
806	54	10.0	10	Original	Slow	1	Mobile active sulphate reducers	0	35	0.9502102746198712	0.8780487804878049	180.0
807	54	10.0	10	Original	Slow	1	Mobile active ammonia oxidizers	10	55	0.9190925934043722	0.8780487804878049	180.0
808	54	10.0	10	Original	Slow	1	Immobile inactive aerobic degraders	65	0	-0.6615294992160563	0.8780487804878049	180.0
809	54	10.0	10	Original	Slow	1	Immobile inactive nitrate reducers	10	0	-0.9509801033183899	0.8780487804878049	180.0
810	54	10.0	10	Original	Slow	1	Immobile inactive sulphate reducers	220	0	0.2581278626549101	0.8780487804878049	180.0
811	54	10.0	10	Original	Slow	1	Immobile inactive ammonia oxidizers	10	0	-0.6646115992574655	0.8780487804878049	180.0
812	54	10.0	10	Original	Slow	1	Mobile inactive aerobic degraders	135	0	-0.4346931313117634	0.8780487804878049	180.0
813	54	10.0	10	Original	Slow	1	Mobile inactive nitrate reducers	100	0	-0.415995351920053	0.8780487804878049	180.0
814	54	10.0	10	Original	Slow	1	Mobile inactive sulphate reducers	85	0	-0.1877428410050517	0.8780487804878049	180.0
815	54	10.0	10	Original	Slow	1	Mobile inactive ammonia oxidizers	25	0	-0.22149356208282894	0.8780487804878049	180.0
816	54	10.0	10	Original	Slow	2	Immobile active aerobic degraders	0	205	0.9891494130671006	0.8780487804878049	180.0
817	54	10.0	10	Original	Slow	2	Immobile active nitrate reducers	20	245	0.9770598577548517	0.8780487804878049	180.0
818	54	10.0	10	Original	Slow	2	Immobile active sulphate reducers	245	195	0.7930472764782103	0.8780487804878049	180.0
819	54	10.0	10	Original	Slow	2	Immobile active ammonia oxidizers	15	225	0.9849215262653109	0.8780487804878049	180.0
820	54	10.0	10	Original	Slow	2	Mobile active aerobic degraders	55	0	-0.9293199956999401	0.8780487804878049	180.0
821	54	10.0	10	Original	Slow	2	Mobile active nitrate reducers	380	0	-0.783598898501287	0.8780487804878049	180.0
822	54	10.0	10	Original	Slow	2	Mobile active sulphate reducers	0	250	0.9609232771296814	0.8780487804878049	180.0
823	54	10.0	10	Original	Slow	2	Mobile active ammonia oxidizers	15	200	0.9482474567352673	0.8780487804878049	180.0
824	54	10.0	10	Original	Slow	2	Immobile inactive aerobic degraders	140	0	-0.8812209367613363	0.8780487804878049	180.0
825	54	10.0	10	Original	Slow	2	Immobile inactive nitrate reducers	10	0	-0.9452564690085352	0.8780487804878049	180.0
826	54	10.0	10	Original	Slow	2	Immobile inactive sulphate reducers	185	0	0.6659456013316244	0.8780487804878049	180.0
827	54	10.0	10	Original	Slow	2	Immobile inactive ammonia oxidizers	975	0	0.3870403248982395	0.8780487804878049	180.0
828	54	10.0	10	Original	Slow	2	Mobile inactive aerobic degraders	455	0	-0.7753741837398096	0.8780487804878049	180.0
829	54	10.0	10	Original	Slow	2	Mobile inactive nitrate reducers	425	0	-0.7620062439013785	0.8780487804878049	180.0
830	54	10.0	10	Original	Slow	2	Mobile inactive sulphate reducers	2830	0	-0.3537170264627791	0.8780487804878049	180.0
831	54	10.0	10	Original	Slow	2	Mobile inactive ammonia oxidizers	2830	0	-0.3739111580623245	0.8780487804878049	180.0
832	54	10.0	10	Original	Slow	5	Immobile active aerobic degraders	0	235	0.9887874286533206	0.8780487804878049	180.0
833	54	10.0	10	Original	Slow	5	Immobile active nitrate reducers	25	260	0.9815040784708853	0.8780487804878049	180.0
834	54	10.0	10	Original	Slow	5	Immobile active sulphate reducers	240	130	0.7364863025457755	0.8780487804878049	180.0
835	54	10.0	10	Original	Slow	5	Immobile active ammonia oxidizers	20	245	0.9852198475858875	0.8780487804878049	180.0
836	54	10.0	10	Original	Slow	5	Mobile active aerobic degraders	60	0	-0.9224831552859754	0.8780487804878049	180.0
837	54	10.0	10	Original	Slow	5	Mobile active nitrate reducers	325	0	-0.7355078928382629	0.8780487804878049	180.0
838	54	10.0	10	Original	Slow	5	Mobile active sulphate reducers	0	265	0.9753021618661991	0.8780487804878049	180.0
839	54	10.0	10	Original	Slow	5	Mobile active ammonia oxidizers	15	205	0.9697985397659415	0.8780487804878049	180.0
840	54	10.0	10	Original	Slow	5	Immobile inactive aerobic degraders	135	0	-0.8910667011171727	0.8780487804878049	180.0
841	54	10.0	10	Original	Slow	5	Immobile inactive nitrate reducers	10	0	-0.9678073333551409	0.8780487804878049	180.0
842	54	10.0	10	Original	Slow	5	Immobile inactive sulphate reducers	310	0	0.31576194624464976	0.8780487804878049	180.0
843	54	10.0	10	Original	Slow	5	Immobile inactive ammonia oxidizers	5	0	-0.7565035876559787	0.8780487804878049	180.0
844	54	10.0	10	Original	Slow	5	Mobile inactive aerobic degraders	265	0	-0.6929115810348945	0.8780487804878049	180.0
845	54	10.0	10	Original	Slow	5	Mobile inactive nitrate reducers	250	0	-0.6868500040948755	0.8780487804878049	180.0
846	54	10.0	10	Original	Slow	5	Mobile inactive sulphate reducers	90	0	-0.6801571168823313	0.8780487804878049	180.0
847	54	10.0	10	Original	Slow	5	Mobile inactive ammonia oxidizers	20	0	-0.646128518660178	0.8780487804878049	180.0
848	55	0.1	2	Original	Slow	1	Immobile active aerobic degraders	0	55	0.9746668419734568	1.0	205.0
849	55	0.1	2	Original	Slow	1	Immobile active nitrate reducers	20	65	0.9516122636843755	1.0	205.0
850	55	0.1	2	Original	Slow	1	Immobile active sulphate reducers	0	0	0.5283075016917924	1.0	205.0
851	55	0.1	2	Original	Slow	1	Immobile active ammonia oxidizers	25	60	0.8922543583593768	1.0	205.0
852	55	0.1	2	Original	Slow	1	Mobile active aerobic degraders	20	0	-0.7690945953955122	1.0	205.0
853	55	0.1	2	Original	Slow	1	Mobile active nitrate reducers	155	0	-0.7046874205615149	1.0	205.0
854	55	0.1	2	Original	Slow	1	Mobile active sulphate reducers	0	40	0.9831871257961239	1.0	205.0
855	55	0.1	2	Original	Slow	1	Mobile active ammonia oxidizers	15	30	0.7939387110320816	1.0	205.0
856	55	0.1	2	Original	Slow	1	Immobile inactive aerobic degraders	80	0	-0.685660377622371	1.0	205.0
857	55	0.1	2	Original	Slow	1	Immobile inactive nitrate reducers	20	0	-0.8931203877200601	1.0	205.0
858	55	0.1	2	Original	Slow	1	Immobile inactive sulphate reducers	485	0	0.4950949480963611	1.0	205.0
859	55	0.1	2	Original	Slow	1	Immobile inactive ammonia oxidizers	15	0	-0.8035196279068897	1.0	205.0
860	55	0.1	2	Original	Slow	1	Mobile inactive aerobic degraders	130	0	-0.7294384358505	1.0	205.0
861	55	0.1	2	Original	Slow	1	Mobile inactive nitrate reducers	130	0	-0.7291048760130548	1.0	205.0
862	55	0.1	2	Original	Slow	1	Mobile inactive sulphate reducers	115	0	-0.6899378249603199	1.0	205.0
863	55	0.1	2	Original	Slow	1	Mobile inactive ammonia oxidizers	30	0	-0.7606742131859712	1.0	205.0
864	55	0.1	2	Original	Slow	2	Immobile active aerobic degraders	0	185	0.9834024963852206	1.0	205.0
865	55	0.1	2	Original	Slow	2	Immobile active nitrate reducers	20	220	0.9839201004831509	1.0	205.0
866	55	0.1	2	Original	Slow	2	Immobile active sulphate reducers	445	200	0.760276691987396	1.0	205.0
867	55	0.1	2	Original	Slow	2	Immobile active ammonia oxidizers	25	225	0.9490114223284734	1.0	205.0
868	55	0.1	2	Original	Slow	2	Mobile active aerobic degraders	15	0	-0.7483641731122539	1.0	205.0
869	55	0.1	2	Original	Slow	2	Mobile active nitrate reducers	180	0	-0.7443035233917482	1.0	205.0
870	55	0.1	2	Original	Slow	2	Mobile active sulphate reducers	0	155	0.9875693803271136	1.0	205.0
871	55	0.1	2	Original	Slow	2	Mobile active ammonia oxidizers	15	80	0.7897631578931645	1.0	205.0
872	55	0.1	2	Original	Slow	2	Immobile inactive aerobic degraders	155	0	-0.8917912372126932	1.0	205.0
873	55	0.1	2	Original	Slow	2	Immobile inactive nitrate reducers	10	0	-0.8392266837499682	1.0	205.0
874	55	0.1	2	Original	Slow	2	Immobile inactive sulphate reducers	370	330	0.8439235085509166	1.0	205.0
875	55	0.1	2	Original	Slow	2	Immobile inactive ammonia oxidizers	935	0	0.6662260769622144	1.0	205.0
876	55	0.1	2	Original	Slow	2	Mobile inactive aerobic degraders	155	0	-0.8804608262372723	1.0	205.0
877	55	0.1	2	Original	Slow	2	Mobile inactive nitrate reducers	140	0	-0.8763509633709449	1.0	205.0
878	55	0.1	2	Original	Slow	2	Mobile inactive sulphate reducers	40	0	-0.6397055449794242	1.0	205.0
879	55	0.1	2	Original	Slow	2	Mobile inactive ammonia oxidizers	15	0	-0.7444480627334331	1.0	205.0
880	55	0.1	2	Original	Slow	5	Immobile active aerobic degraders	0	205	0.9812150966767358	1.0	205.0
881	55	0.1	2	Original	Slow	5	Immobile active nitrate reducers	25	240	0.9855106772325491	1.0	205.0
882	55	0.1	2	Original	Slow	5	Immobile active sulphate reducers	395	120	0.7129256958666683	1.0	205.0
883	55	0.1	2	Original	Slow	5	Immobile active ammonia oxidizers	30	250	0.9541296020428041	1.0	205.0
884	55	0.1	2	Original	Slow	5	Mobile active aerobic degraders	15	0	-0.74398625291221	1.0	205.0
885	55	0.1	2	Original	Slow	5	Mobile active nitrate reducers	170	0	-0.7175610289409712	1.0	205.0
886	55	0.1	2	Original	Slow	5	Mobile active sulphate reducers	0	160	0.9853608145473527	1.0	205.0
887	55	0.1	2	Original	Slow	5	Mobile active ammonia oxidizers	15	150	0.8348080465168547	1.0	205.0
888	55	0.1	2	Original	Slow	5	Immobile inactive aerobic degraders	155	0	-0.9087174756279193	1.0	205.0
889	55	0.1	2	Original	Slow	5	Immobile inactive nitrate reducers	10	0	-0.8533411245395208	1.0	205.0
890	55	0.1	2	Original	Slow	5	Immobile inactive sulphate reducers	295	310	0.8494594827512598	1.0	205.0
891	55	0.1	2	Original	Slow	5	Immobile inactive ammonia oxidizers	680	0	0.48329242513489656	1.0	205.0
892	55	0.1	2	Original	Slow	5	Mobile inactive aerobic degraders	160	0	-0.8589042475831846	1.0	205.0
893	55	0.1	2	Original	Slow	5	Mobile inactive nitrate reducers	150	0	-0.8571675833516642	1.0	205.0
894	55	0.1	2	Original	Slow	5	Mobile inactive sulphate reducers	70	0	-0.7030565310360127	1.0	205.0
895	55	0.1	2	Original	Slow	5	Mobile inactive ammonia oxidizers	30	0	-0.7989137503961063	1.0	205.0
