      0.0000      0.0000      0.0000 0.1927809E-02 0.2054123E-05 0.4819521E-03 0.5135307E-06 0.3279521E+00 0.4111389E+02 0.4310797E-03 0.3987467E+02 0.1626947E+01 0.1733548E-02 0.1857568E+01 0.1460389E+01 0.1676338E-02 0.1786175E-05 0.2101550E-02 0.1652204E-02 0.2686780E+02 0.2048829E+02 0.4567525E+01 0.3483010E+01 0.3843564E+02 0.1796049E+01 0.3615701E+02 0.1455885E+01 0.3743414E+01 0.2854576E+01 0.2701691E+01 0.1775252E+01 0.1964650E+00 0.1498163E+00 0.9180560E-04 0.6032447E-04 0.1003829E-08 0.1173519E-11 0.2007659E-10 0.2347039E-13 0.2272779E-03 0.1174041E+01 0.3277724E-06 0.1169307E+01 0.1160833E-02 0.1357064E-05 0.1402779E-02 0.1132530E-02 0.1161738E-05 0.1358122E-08 0.6001149E-04 0.4845014E-04 0.5341193E-01 0.4320576E-01 0.2029653E-03 0.1641819E-03 0.1133873E+01 0.3910412E-05 0.1131495E+01 0.3401639E-08 0.1259943E-04 0.1019188E-04 0.5996447E-05 0.4228390E-08 0.5795831E-02 0.4688340E-02 0.1998820E-09 0.1409466E-12 0.4431741E-01 0.2727303E-04
      0.0100      0.0000      0.0000 0.1579359E-01 0.2722224E-01 0.3948398E-02 0.6805559E-02 0.5314307E+00 0.2169199E+02 0.2860106E+01 0.1938980E+02 0.5695107E+01 0.9816232E+01 0.4447451E+01 0.1273188E+01 0.6058300E-02 0.1044224E-01 0.2472883E-02 0.7079213E-03 0.1504998E+02 0.3409117E+01 0.2558496E+01 0.5795499E+00 0.8811120E+01 0.2890976E+00 0.6232032E+01 0.7234675E+00 0.6230236E+00 0.1411272E+00 0.9825795E+00 0.7874987E+00 0.1004466E+00 0.2275314E-01 0.3295707E-04 0.2641379E-04 0.4662314E-08 0.1346092E-07 0.9324628E-10 0.2692183E-09 0.6185744E-03 0.1131908E+01 0.5576446E-02 0.1094208E+01 0.7047220E-02 0.2034656E-01 0.2479061E-02 0.7675089E-03 0.7051736E-05 0.2035959E-04 0.1290373E-03 0.3994951E-04 0.1213248E+00 0.3636536E-01 0.4610342E-03 0.1381884E-03 0.1078124E+01 0.1519586E-01 0.1009019E+01 0.6060894E-01 0.5185883E-05 0.1554394E-05 0.5196971E-01 0.6638491E-01 0.1229059E-01 0.3683927E-02 0.1732324E-05 0.2212831E-05 0.2175501E-01 0.2734902E-04
      0.0200      0.0000      0.0000 0.5992280E-01 0.7368859E-01 0.1498070E-01 0.1842215E-01 0.6651680E+00 0.1822415E+02 0.3586664E+01 0.1529356E+02 0.9130857E+01 0.1122845E+02 0.1024935E+02 0.1961582E+01 0.1037784E-01 0.1276189E-01 0.2843301E-02 0.5441679E-03 0.5937569E+01 0.7159304E+00 0.1009387E+01 0.1217082E+00 0.2336814E+01 0.9124579E-01 0.1235485E+01 0.4076794E+00 0.6581653E-01 0.7935916E-02 0.4263093E+00 0.4343898E+00 0.3645857E-01 0.4396040E-02 0.1423601E-04 0.1450584E-04 0.4128467E-08 0.1174595E-07 0.8256935E-10 0.2349190E-09 0.5169211E-03 0.1056388E+01 0.6448738E-02 0.1053433E+01 0.8060615E-02 0.2293335E-01 0.2634701E-02 0.5991891E-03 0.8064913E-05 0.2294558E-04 0.1648157E-03 0.3748274E-04 0.1664340E+00 0.3656223E-01 0.6324493E-03 0.1389365E-03 0.1019540E+01 0.1227165E-01 0.9820780E+00 0.6331312E-01 0.1528630E-05 0.3358094E-06 0.5743803E-01 0.6758327E-01 0.1590668E-01 0.3494381E-02 0.1914601E-05 0.2252776E-05 0.1798802E-01 0.2743215E-04
      0.0300      0.0000      0.0000 0.6624402E-01 0.4091581E-01 0.1656100E-01 0.1022895E-01 0.7263279E+00 0.2086030E+02 0.1636500E+01 0.1926362E+02 0.8206369E+01 0.5068687E+01 0.1161028E+02 0.2939148E+01 0.9553885E-02 0.5900984E-02 0.2743897E-02 0.6946186E-03 0.1070071E+02 0.2239960E+01 0.1819121E+01 0.3807932E+00 0.4810221E+01 0.6091197E-01 0.3673089E+01 0.2370118E+00 0.6189547E-01 0.1295646E-01 0.2401298E+00 0.2561383E+00 0.6327210E-01 0.1324463E-01 0.8012166E-05 0.8546305E-05 0.1034685E-08 0.2265911E-09 0.2069370E-10 0.4531822E-11 0.1684034E-03 0.1035876E+01 0.1345317E-03 0.1029914E+01 0.2214019E-02 0.4848597E-03 0.2041305E-02 0.5563679E-03 0.2215125E-05 0.4851019E-06 0.1362558E-03 0.3713722E-04 0.1377277E+00 0.3740175E-01 0.5233653E-03 0.1421267E-03 0.9961810E+00 0.3926908E-02 0.9868422E+00 0.1592540E-01 0.1117824E-05 0.3035597E-06 0.1549599E-01 0.1722742E-01 0.1310345E-01 0.3558411E-02 0.5165329E-06 0.5742472E-06 0.2001228E-01 0.2746569E-04
      0.0400      0.0000      0.0000 0.2759925E-01 0.1518078E-01 0.6899813E-02 0.3795194E-02 0.5007104E+00 0.2070284E+02 0.1029184E+01 0.1979327E+02 0.6137293E+01 0.3375776E+01 0.7435297E+01 0.1902288E+01 0.6736717E-02 0.3705484E-02 0.2785425E-02 0.7126388E-03 0.1025306E+02 0.1965546E+01 0.1743020E+01 0.3341428E+00 0.4461082E+01 0.4513741E-01 0.3195801E+01 0.1618647E+00 0.4964866E-01 0.9517817E-02 0.1820372E+00 0.1746891E+00 0.6002081E-01 0.1150619E-01 0.6072930E-05 0.5827791E-05 0.1515423E-08 0.1948711E-08 0.3030846E-10 0.3897423E-10 0.2289841E-03 0.1054056E+01 0.1100345E-02 0.1042642E+01 0.3079229E-02 0.3959639E-02 0.2203737E-02 0.5833397E-03 0.3080824E-05 0.3961691E-05 0.1418160E-03 0.3753938E-04 0.1344619E+00 0.3535815E-01 0.5109554E-03 0.1343610E-03 0.1013488E+01 0.4641667E-02 0.9959061E+00 0.2023116E-01 0.5904968E-05 0.1552772E-05 0.1873513E-01 0.2185212E-01 0.1363578E-01 0.3585670E-02 0.6245045E-06 0.7284044E-06 0.1969054E-01 0.2745910E-04
      0.0500      0.0000      0.0000 0.4296631E-01 0.3764901E-01 0.1074158E-01 0.9412252E-02 0.6121156E+00 0.2051752E+02 0.2036379E+01 0.1877928E+02 0.7450225E+01 0.6528222E+01 0.9121728E+01 0.2199032E+01 0.8357345E-02 0.7323081E-02 0.2801300E-02 0.6753271E-03 0.9530525E+01 0.1738167E+01 0.1620189E+01 0.2954885E+00 0.4038017E+01 0.6893107E-01 0.2796035E+01 0.2845178E+00 0.3727580E-01 0.6798324E-02 0.2821483E+00 0.3067413E+00 0.5513191E-01 0.1005490E-01 0.9411307E-05 0.1023163E-04 0.1862285E-08 0.3593469E-08 0.3724570E-10 0.7186937E-10 0.2918646E-03 0.1056887E+01 0.2138202E-02 0.1045541E+01 0.3982899E-02 0.7685410E-02 0.2162576E-02 0.5634874E-03 0.3984890E-05 0.7689251E-05 0.1442990E-03 0.3759900E-04 0.1398170E+00 0.3589339E-01 0.5313047E-03 0.1363949E-03 0.1017211E+01 0.7319979E-02 0.9914369E+00 0.3272876E-01 0.3590265E-05 0.9216818E-06 0.2998237E-01 0.3530904E-01 0.1388820E-01 0.3565335E-02 0.9994124E-06 0.1176968E-05 0.1940914E-01 0.2747885E-04
      0.0600      0.0000      0.0000 0.1170327E+00 0.1261253E+00 0.2925819E-01 0.3153133E-01 0.9290029E+00 0.1997465E+02 0.3912622E+01 0.1670150E+02 0.1072282E+02 0.1155590E+02 0.1486732E+02 0.3180923E+01 0.1302770E-01 0.1403986E-01 0.2801109E-02 0.5993083E-03 0.8298644E+01 0.1353803E+01 0.1410769E+01 0.2301465E+00 0.3394007E+01 0.1035647E+00 0.2163799E+01 0.4652631E+00 0.2776727E-01 0.4529825E-02 0.4354422E+00 0.5005660E+00 0.4759524E-01 0.7764470E-02 0.1452321E-04 0.1669527E-04 0.3038803E-08 0.9149924E-08 0.6077607E-10 0.1829985E-09 0.5073095E-03 0.1057942E+01 0.5969579E-02 0.1048518E+01 0.7110826E-02 0.2141090E-01 0.2087238E-02 0.5293342E-03 0.7114162E-05 0.2142095E-04 0.1483586E-03 0.3762451E-04 0.1525961E+00 0.3755537E-01 0.5798654E-03 0.1427104E-03 0.1018590E+01 0.1191662E-01 0.9796791E+00 0.5651159E-01 0.7922724E-06 0.1949858E-06 0.5013318E-01 0.6083503E-01 0.1428402E-01 0.3515433E-02 0.1671106E-05 0.2027834E-05 0.1895469E-01 0.2750795E-04
      0.0700      0.0000      0.0000 0.3006733E+00 0.4487753E+00 0.7516832E-01 0.1121938E+00 0.1517442E+01 0.1931980E+02 0.9083202E+01 0.1154891E+02 0.1618919E+02 0.2416346E+02 0.2141137E+02 0.3191466E+01 0.2179493E-01 0.3253041E-01 0.2774890E-02 0.4136104E-03 0.6710536E+01 0.7602038E+00 0.1140791E+01 0.1292346E+00 0.2642457E+01 0.1718575E+00 0.1200531E+01 0.8166360E+00 0.1736733E-01 0.1967460E-02 0.7401745E+00 0.8770040E+00 0.3795343E-01 0.4299559E-02 0.2468378E-04 0.2924685E-04 0.5135384E-08 0.1854454E-07 0.1027077E-09 0.3708908E-09 0.9115851E-03 0.1067390E+01 0.1320179E-01 0.1052756E+01 0.1308725E-01 0.4725977E-01 0.2032310E-02 0.4998064E-03 0.1309304E-04 0.4728066E-04 0.1533085E-03 0.3770320E-04 0.1646207E+00 0.3818292E-01 0.6255587E-03 0.1450951E-03 0.1027287E+01 0.2020431E-01 0.9555849E+00 0.1004302E+00 0.2501890E-06 0.5803004E-07 0.8705794E-01 0.1079037E+00 0.1475486E-01 0.3422314E-02 0.2901931E-05 0.3596789E-05 0.1832512E-01 0.2754269E-04
      0.0800      0.0000      0.0000 0.7366224E+01 0.4516791E+01 0.1841556E+01 0.1129198E+01 0.7548386E+01 0.1580446E+02 0.1754696E+02 0.3463058E+01 0.6352880E+01 0.3895433E+01 0.6062162E+02 0.3503845E+01 0.1028647E+00 0.6307419E-01 0.2153734E-02 0.1244828E-03 0.4109560E+01 0.4224331E+00 0.6986252E+00 0.7181363E-01 0.1834759E+01 0.2601453E+00 0.7149973E+00 0.1209412E+01 0.3898689E-01 0.4007571E-02 0.1061872E+01 0.1302170E+01 0.2500296E-01 0.2570124E-02 0.3545100E-04 0.4347345E-04 0.5110393E-08 0.2139600E-07 0.1022079E-09 0.4279200E-09 0.1348923E-02 0.9565630E+00 0.2141057E-01 0.1044215E+01 0.1837586E-01 0.7693538E-01 0.1365980E-02 0.3933306E-03 0.1838228E-04 0.7696226E-04 0.1303545E-03 0.3753527E-04 0.1957694E+00 0.5200836E-01 0.7439236E-03 0.1976318E-03 0.9161984E+00 0.2669285E-01 0.9227430E+00 0.1353283E+00 0.2600429E-11 0.6908336E-12 0.1091261E+00 0.1459351E+00 0.1248539E-01 0.3316885E-02 0.3637537E-05 0.4864502E-05 0.1823571E-01 0.2758499E-04
      0.0900      0.0000      0.0000 0.5349260E+02 0.9085624E+01 0.1337315E+02 0.2271406E+01 0.2526138E+02 0.1539488E+01 0.1473126E+02 0.4277100E+00 0.3249099E-05 0.5518538E-06 0.5742055E+01 0.4646423E+00 0.3140702E+00 0.5334428E-01 0.1914018E-03 0.1548808E-04 0.7556159E+00 0.5054033E-01 0.1284547E+00 0.8591856E-02 0.8821357E+00 0.8157489E+00 0.2025788E+00 0.1712078E+01 0.3848980E+01 0.2574439E+00 0.1974823E+01 0.1207184E+01 0.1096744E-01 0.7335710E-03 0.1014206E-03 0.6199713E-04 0.5697132E-08 0.2461287E-07 0.1139426E-09 0.4922574E-09 0.5640500E-02 0.9330914E+00 0.8366527E-01 0.1005667E+01 0.7011591E-01 0.3029162E+00 0.5671763E-03 0.1780436E-03 0.7012734E-04 0.3029656E-03 0.1160096E-03 0.3641683E-04 0.3745289E+00 0.1042246E+00 0.1423210E-02 0.3960535E-03 0.8787388E+00 0.4953503E-01 0.8395884E+00 0.2457319E+00 0.0000000E+00 0.0000000E+00 0.1847581E+00 0.2669506E+00 0.1092520E-01 0.3040287E-02 0.6158602E-05 0.8898354E-05 0.1697330E-01 0.2766207E-04
